rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
29100,riley,barlovic,53,ashley drive,,kallangur,6743,wa,19060616,39,07 81212208,1782872,0
22960,ebony,jones,37,eyre street,,keilor east,3196,vic,19010119,21,08 88831255,5193779,0
50630,paul,fisher,2,newland street,austral building,belmore,3150,vic,19180522,16,08 88466126,7413233,9
36400,arabella,dominic,18,chewings street,,gladstone,4880,nsw,19580821,,07 82205162,6107631,1
6950,sara-louise,loechel,27,kingston street,,mill park,2533,,19451217,,04 21820011,7777584,1
9320,georgia,newman,11,coppins crossing road,great heart,brunswick,2191,vic,19810709,24,07 35962825,9165285,9
34945,erin,newsin,25,nambir court,,alezawndria,2620,,19556113,18,02 98487359,7801219,8
23660,alex,egan,36,goodparla street,,forest hill,7320,sa,19030331,18,,7787542,7
59263,zf,hilla,1,spafford ceescent,,muswelknrook,2652,wa,,39,03 10254421,6910821,4
55050,peter,allen,46,corlette crescent,homeleigh,kenmore,6281,nsw,19940118,21,08 75184287,7646446,2
23213,courtney,oharris,86,reveley ceescent,,north narrabeen,2120,,19450913,43,04 37661377,2073567,1
28830,aimee,brideson,25,petterd street,,glenelg east,2528,vic,19421018,29,08 60583800,4916648,9
28320,jordan,merkel,13,brownless street,platypus pass (cnr riverlea cls),lutwyche,5159,qld,19111008,28,03 03992455,2126914,9
17944,jack,yafes,323,shepher ytreet,popeks 1 1k frm,hamptondpark,2093,vic,19607527,,,7670450,5
36820,jordan,hames-gipps,30,,bona vista,manly vale,4215,wa,19270919,34,02 18337616,1100729,5
33890,lachlan,benfield,556,peppin place,albion heights,dandenong,7011,qld,19230221,27,04 39102014,3674750,3
37980,kayla,tait,55,glossop crescent,,cardiff,3175,,19970624,,04 50178355,5541685,9
31871,alessqjdria,lawson,33,beaumont close,bundarra,winston hills,3284,qlwd,,92,08 80537070,9152315,4
46671,lumas,atkinxow,82,,,willettvmn,4413,wr,19310515,,04 13494061,8292842,9
26450,nathan,simons,209,dooring street,raafa estate,woree,2777,nsw,19960209,25,08 67831198,8997209,0
16302,thoma,walder,1,fullagar crescent,,richardson,4882,axy,19920204,,02 52536375,9452705,6
46090,ebony,reid,41,burnside street,,stawell,3175,tas,19050414,34,08 32514602,1050985,8
7823,isabella,ward,1,monkman street,,footsrcay,2413,qlr,19189087,36,04 01648203,3914524,9
45932,pakta,lagjfe,85,aspinallstreet,vevey,bayview heights,3117,vic,19580924,34,07 83301651,9056453,2
48980,jaime,palmer,10,prendergast street,,dianella,4019,nsw,19530127,25,08 25329078,3743869,5
38830,emiily,martin,24,faulkner place,taatooke,hendra,4006,vic,19130305,33,03 89948448,4363680,8
57269,coody,denxi,4866,callaway crescent,,campsie,5072,nsw,19630911,36,08 50841874,6036205,1
43363,sophke,cloam,77,melba tsreet,,marrickville,6350,qld,19871911,,07 73506290,9521136,6
34770,monique,barclay,4,nott street,port macquarie osteopathic centre,mill park,3020,nsw,19690222,26,03 78606161,8999179,1
9024,dylan,lines,2,kellermah close,bulgamarra station,6430,carlisle,vi,19406816,,04 45310756,5778822,2
28210,connor,oates,36,,,benowa,2010,nsw,19190410,35,07 10886555,9992707,6
43560,caitlin,glynnis,20,shumack street,,plympton,2016,vic,19840606,27,04 08197802,5902389,6
16265,cayn,arthur,110,downds phalce,seaspray terrace,trott park,4857,nsw,19539319,,,5966789,1
35680,liam,rogers,12,jansz crescent,,rochester,4565,sa,19210416,23,,8445557,3
51310,fraser,pamkal,465,maranboy street,goswood,ryde,6010,wa,19100110,24,02 84278318,4542204,2
18751,jpe,cahogson,5,sheehan street,regency park estat,east lindfield,3350,qld,19216528,29,04 59999836,2002984,1
23545,jack,mccrzigt,29,boldrewood street,figtree gardems caravn park,west pencqtn hills,4828,qld,19490401,27,03 40582815,7454496,3
23013,sophie,morreis,106,molonglo mall,,bundoora,4217,nsw,19998207,28,03 15063447,4827733,8
46295,jessica,seelet,5,mcdermottwtreet,,enoggdjra,3840,vic,19571222,26,08 34496987,9706260,9
36210,sarah,mccallum,67,downward place,villa 37,christmas island,3314,qld,,35,02 24426035,2284745,6
25810,tristan,klassen,,thermeda place,,invermay,2730,vic,19410516,27,08 29045623,9441747,1
42600,ryan,haddad,13,chambers street,,bentleigh,2282,,19840218,25,,6238308,2
2751,reegan,brow,75,lampard ircuit,,charmhaven,2445,,19484019,29,08 74976164,4548445,3
