rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
8420,reece,duncan,26,majura avenue,dickson park professional centre (cnr an,dianella,2750,qld,19380222,21,02 52917660,2726720,9
8591,ella,bell,89,brierly street,edina park farm,glenmore park,4031,qld,19841015,,08 41321481,4718352,1
11011,hayley,creedon,11,mcintodh street,pioneer south complex,garfield,2020,vic,19720902,,03 06419078,3504473,6
4061,lily,cole,54,green street,yankee pines,manifoldgheights,3078,qld,,23,07 69596142,3331714,7
10700,alisha,drake,24,coxen street,torphins,leeman,2166,nsw,19790703,25,04 65174505,4246521,4
3381,thomas,clemwnts,9,anzac park,,greendale,6450,vic,19160503,30,03 86990191,6565705,4
7081,madison,douglas,5,narambi xtreet,osborne,currambine,5700,qld,19620131,24,08 03998440,6023308,5
5231,rachel,nicholson,70,leahy xlose,,chinchilla,0830,qld,19340220,28,02 76135148,8020598,5
601,makayla,gray,23,,swan cottage homes,eight mile plains,4800,nsw,19820313,,04 77044838,9916020,4
8451,henry,monck,247,la perouse street,,penrith south,4737,ndw,19860904,24,08 80354981,3705655,2
5841,jett,rathsack,6,ballumbir street,,brighton,2880,qld,,35,07 65407323,8601453,9
8390,anari,hamad,66,canopus crescent,,wantirna,3124,nsw,19130306,31,04 67265400,4441275,8
5301,gemaley,wyton,1,macfarland crescent,,west pymble,2530,nsw,19860606,26,04 73423044,9462381,6
9520,maddison,martin,39,beazley crescent,little springvale,lakemba,2318,nsw,19010916,28,03 82331138,1828128,9
10610,felicity,rogers,15,traill place,,kungala,6152,act,19030713,25,04 55213639,4547321,0
4341,jackson,apps,471,larpent sztreet,,mirrabooka,3755,nsw,19781024,28,03 10087258,6221542,6
6361,molly,castellana,36,tauss place,,kentlyn,5063,vic,19530709,28,02 58551345,4381869,8
8370,jemma,murray,22,springvale drive,,tenambit,2325,nsw,19210527,18,08 14210720,3346742,3
8190,ella,bechaz,88,boobialla street,,minto,3127,vic,19100322,34,02 85008457,9888339,2
6760,lachlan,mead,33,fink crescent,,cooma,3875,,19631019,22,04 04341575,1295444,3
5440,cameron,deirdre,219,macalister crescent,tnhs 61,surry hills,2606,,19700925,36,07 49943787,7585570,0
1050,evan,rogers,1,lansell circuit,,parkes,2137,qld,19680830,25,04 48135936,9723415,5
3860,evan,small,36,burnie place,,darlinghurst,4655,nsw,19240601,29,02 23902935,2933874,1
6431,flynn,holland,9,aspinall street,,hamilton hill,5019,sa,19121206,33,08 11638092,8176700,5
