rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
561,emma,cunninxgham,1,burramurra avenue,,seaforth,4118,qld,19860210,26,07 91633207,1789014,2
8390,brooke,aplin,18,yuranigh court,marawaka,carnarvon,2281,wa,19390708,35,07 84030440,1875483,0
7891,ethan,arnold,76,baldwin drive,rutherford lodge,mount gambier,4123,qld,19960705,32,03 60913973,9008716,7
8591,samule,lovett,23,phillip avenue,,gunning,3000,sa,19831011,,02 40150880,1827794,6
23371,angie,hegarty,38,bolali place,,white rock,3028,vicl,19570107,25,07 05823641,8667368,6
18220,jacqueline,dilger,10,onkaparinga crescent,,toowoomba,3193,vic,19220616,27,02 51490334,6705144,0
4860,vianca,bailey,11,moruya circuit,blackheath,holland park,2650,,19980829,23,03 89017846,8028302,6
19901,nicholas,bertram,10,goyder street,sec 197,thornlie,2170,,19830504,27,03 22886834,2037242,3
17570,andrew,de dear,77,,,armadale,5125,wa,19960827,22,07 41413525,9638154,0
20441,annabel,hyatt,3,warby place,,connewarre,2073,nsw,,,02 97495143,8894170,9
16400,ryleh,freeman,7,selwyn street,narooma,tweed heads,5158,nsw,19330705,30,,4586142,2
5450,harry,harvey,39,tasman place,,guyra,3084,qld,19600820,32,03 35288247,4189985,2
17761,rosie,stulpinas,130,,,castl hill,2795,wa,19460326,32,07 38997615,8271304,8
1371,harriet,ravenscroft,11,stephen street,drifters caarvn park,booval,4815,qld,,31,02 25636953,5498621,3
12350,bailey,ashdown,4,welsh place,,innisfail,4066,sa,19560507,34,03 75084792,6858774,3
13890,sophie,lange,31,gulgong place,,shoalhaven heads,2528,nsw,19390915,28,08 12013079,7548495,1
12260,gianni,graney,32,gundulu place,,mansfield,2360,nsw,19830623,43,03 81194364,5209669,8
4650,isabella,thomas,88,antis street,,caloundra,2259,vic,19210903,,07 78735717,9605386,2
1190,georgia,tattam,38,kirwan circuit,blackridge flyfishing school,essendon north,2518,tas,19111126,35,08 64906592,2997829,1
12710,danielle,klucnieks,35,westhoven street,,anglers paradise,4815,vic,19410913,29,02 23135740,9928369,7
22021,lachlan,pinnock,14,foremanplace,henry kendall vlge,queanbeyan,2111,,19351012,,03 69291139,9975847,3
19140,alice,marshall,36,,,rye,2111,,19080727,36,03 12039854,9185523,3
3421,richard,walktr,58,fizelle place,,somerville,2280,,19230714,39,02 51784131,9534943,8
3040,jack,fotheringham,36,reveley crescent,dulcinea winery,toowoomba,4101,nsw,,20,08 86910698,5491374,3
9461,william,kryszkiewicz,219,templestowe avenue,cornwall,tura beach,5211,nsw,19380330,28,02 81291422,1070624,8
5160,brianna,court,8,joske place,killdrummie cottage,plympton south,7004,qld,19580506,35,03 01821130,6731987,0
10561,,boupha,101,fairfax street,,wandoan,2015,sa,,,07 54042013,9984056,5
3681,jesse,mckenna,14,cromwell circuit,,corio,4744,qld,19910515,24,02 44596858,5051510,9
1720,charles,storr,5,hopetoun circuit,,wentworth falls,4109,qld,19450801,36,02 77576780,7745335,4
24951,marcus,bereza,11,sturt avenue,karri lodge,milsons point,2180,vic,,27,08 46094062,9745126,2
14491,gillian,ikin,4,blamey crescent,,ballina,3000,vic,19390126,21,03 30388727,8516646,5
22901,taylor,tandy,13,lanley square,,belrose,6065,sa,19990429,24,03 25516083,4024278,8
23641,jackson,schmidt,889,zeitz court,,forter,4551,qld,19890627,30,08 00612690,7290676,4
17501,kelsye,sainty,58,wanderer court,homestead,botany,5016,wa,19981110,26,07 10192955,6160255,4
19591,riley,veitsman,10,jerome place,flt 2,tinana,3621,nsw,19000319,38,04 28081065,4612440,9
11931,yshobel,gay,184,harrison street,,forest hill,3825,nsw,,31,07 01448642,9298478,9
541,sachin,scetrine,5,kambalda crescent,kulai,ulladulla,3134,nsw,19341010,,03 35136868,7902273,2
13080,benedict,howarth,40,,,marmion,6108,vic,,20,08 58862241,4955750,3
16080,alexia,van rijswijk,39,,apt 6,nobby,2099,vic,19770802,25,08 76798849,9769986,6
23121,henry,schlenk,34,torrens street,,kempotn,2161,tas,19570714,38,03 51488765,5361139,0
6240,keahley,cobb,13,green street,,bell,3134,wa,19700321,27,03 74499050,4989404,5
17690,lawson,smith,39,stacy street,degafelga,berowra heights,4065,wa,19540819,,08 29834058,6677149,0
24551,lewis,hine,73,mcmahon court,nareen gardens hstl,holt,6168,qld,,31,02 88798891,7075876,5
23810,mia,southall,2,altson circuit,bellridge,brighton,2049,nsw,19670302,28,,5938528,9
16201,steven,rees,6,limestone avenue,binderee,highett,4510,,19041114,28,04 90137846,9160653,4
3471,emma,norrie,119,fred williams crescent,,burpengary,2518,,19870307,31,04 51045725,8062070,1
20611,blake,francis,4,livingston avenue,,longfeach,3195,vic,19410124,33,03 38400234,1493797,8
24020,sophie,bryson,40,molineaux place,,wynnum,5023,tas,19190823,37,02 00576975,8244738,0
13481,casey,dyer,19,darling street,tabeel lutheran home,windsor,2227,nsw,19340514,31,02 72103948,2628094,3
19881,samantha,doyle,116,sharwood crescent,,sunnybank,3056,taa,19611010,,07 56204806,4898489,1
23211,courtney,hayward,6,euree street,,jerilderie,6726,nsw,19433015,29,04 95822052,8265581,7
20411,amy,brimble,150,davidson street,,yarrawonga,3612,nsw,19401015,26,,1826054,2
19490,blake,schmidt,58,nardoo crescent,split rock,st leonards,6107,qld,19260905,,03 70670637,2826907,0
3870,lucas,appleton,12,bean crescent,coral tree lodge,glass house mountains,3030,qld,19240723,34,02 16604842,1936245,3
19640,harvey,holdem,61,macdonnell street,,merrylands,4059,qld,,22,04 70272333,9220563,9
21380,james,dawkins,16,piddington street,kirribilli,emu plains,2032,nsw,19720129,32,04 37375666,1393416,0
23971,billy,mcdonald,31,lawrence wackett crescent,,researuh,4825,sa,19500316,38,07 28329878,1033111,5
21350,thomas,lawton,47,antis street,,swansea heads,3840,nsw,,,03 34712048,7626190,7
13601,jayde,ireland,13,dalgleish close,,swansea,2756,qld,19200603,29,07 28905827,9004010,7
19830,jacinta,cambourne,24,fremantle drive,meadowhaven,frankston,2148,qld,,31,03 36285998,4323872,8
9361,solomon,simon,856,kelleway avenue,,blairgofrie,4226,,19201005,31,03 39072748,5481509,6
