rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
6810,ryan,mawhinney,45,emily bulcock crescent,,leopold,2760,,19251026,27,04 99882900,2990399,5
13204,josh,,5,crozier circuit,,warickfaem,4280,vvn,19150915,23,02 15745828,1019154,4
7176,krise,holosi,8,kingsbury street,,armidale,3500,act,19480603,31,03 34137549,9378829,7
7202,alana,dowling,1,lavan poace,,gordon,2073,vic,19617326,,04 42090317,7770695,3
9520,timothy,depretis,7,broome crescent,,keperra,3995,wa,19910604,33,04 72426342,4144674,8
6561,lucas,antonowicz,3,leist spreet,,glen waverley,3020,nsw,19900416,,02 74222096,1272834,5
14490,lewis,mcintyre,24,barraclough crescent,,floreat,3938,tas,19490920,,02 73489176,6206751,2
13160,oscar,downer,16,campaspe circuit,woden valley speclst centre,crib point,7010,qld,19540207,22,07 96743964,8735748,2
1047,emiilay,nichklas,5,mccawley street,the domain,anglesea,6282,nw,19792026,29,04 44431058,6887278,7
12070,indiana,targett,174,darrell place,,winston hills,3175,nsw,19821005,22,04 23249098,6033902,7
5270,jett,blencowe,9,emery street,,tanilba bay,2234,nsw,19030410,33,03 34327943,7967373,6
1090,jordan,enright,6,davenport street,,brighton,3105,wa,19480103,,02 83210707,7091590,3
8130,shannon,cruze,181,whitfeld street,wooloweyah,heywood,6010,qld,19251227,28,07 67365817,6606902,5
13300,stephanie,martin,12,mcwhae circuit,,sale,,qld,19690325,38,03 78664660,7164215,8
11040,lucy,campbell,133,capella crescent,,hendra,2299,,19280220,27,04 19161770,4369885,0
4960,nicholas,petruzzelli,129,wrenfordsley place,,maddington,3057,nsw,19251009,,04 05976563,7343681,3
1773,megan,taylor,46,treet irrool,,kingsford,7215,nsw,19861130,23,02 59579688,3818285,5
14510,joshua,hull,13,madsen place,,merbein,2484,vic,19270828,,08 34082241,6411968,2
620,erin,vassiliou,7,derwent street,,karratha,3842,,19990407,,07 00504480,3617055,0
11690,jacob,bitt,50,tauss place,,forest range,2251,,19760906,34,08 56177324,5157066,4
7310,emiily,selvaratnam,5,james smith circuit,,pascoe vale,3030,qld,19310608,,07 20209836,7024365,2
6140,channing,mcwaters,143,conder street,,barcaldine,3143,vic,19610717,25,02 42000508,7370556,5
9030,ethan,rodway,146,gatton street,,beverly hills,5033,qld,19521216,30,04 38271738,4923759,5
8735,emiilky,woodfby,15,,glen iriw farm,evert on park,5047,nsw,19100404,,03 42975416,8309090,9
11890,,moss,11,hay street,,carindale,4161,,19001007,23,04 41165199,9885648,0
9600,ethan,faunce,20,coranderrk street,villa 8,mooloolaba,2550,vic,19951209,25,07 38313472,7454751,7
7040,oliver,ottey,5,winser crescent,,north rockhampton,2477,qld,19240608,,08 34241724,6538427,0
10650,mikaela,smith,6,renmark street,,newtown,2500,wa,19370420,21,07 89017281,2535356,1
1630,lynton,onishi,15,shackleton circuit,northview,ceduna,3131,nsw,19931221,,,1270394,2
4250,matthew,shephard,341,novar street,,highfields,2168,qld,19670710,27,03 59847374,6564133,5
3540,thomas,mcavaney,15,jemalong street,,red hill,3250,nsw,19670108,27,08 72386576,9354277,1
11703,coby,da cfuz,405,leichharsdhstreet,,upper mount gravatt,4560,qld,19632925,,04 96228151,8701946,5
13570,jacob,young,50,wayal place,,essendon,2766,sa,19391024,,02 19422263,3347021,3
9140,gabrielle,dorsi,6,wheadon street,kooralbyn,tindal raaf,2031,wa,19210311,24,02 24410897,7952017,4
10237,elola,meyers,381,chewingsstreet,,narra,2405,nsw,,39,04 61570679,1349673,7
8260,jake,morgan,12,fleetwood smith street,pinehill caravn park,bundaberg,6051,nsw,19990704,33,02 16895757,4149887,3
2992,gabrielle,daviets,28,chandleytreet,,glenwood,3608,sa,,,04 98895949,2351642,6
6680,william,brown,512,bandjalong crescent,bumbera,rosedale,7190,vic,19340426,29,08 81323759,4763529,3
8400,jasmine,bekker,206,kardang street,the sarina centre,ridleyton,3194,vic,19830901,24,03 03469871,7467027,9
9261,,goodes,6,custanceratreet,,wot woy,2148,qld,19131013,27,07 91528622,3364859,9
7300,ciaran,williams,104,sparkes close,,perth,4170,qld,,29,08 53405471,7408292,0
9602,etad,faunce,20,coranderrk street,,mooloolaba,2550,vic,19952109,25,,7454751,7
12168,bailley,reily,,o'halloran circuit,,robirns,6317,qld,19988063,53,04 64092922,3744791,6
3510,alexandra,pinder,8,earle street,,armidale,4358,wa,19191204,37,08 86386876,6380975,9
10545,lilly,beekr,17,,,simson,3300,nsw,19939617,72,04 37665761,9870390,6
13740,alexander,everett,5,goodparla street,,canley heights,2447,wa,19331024,29,03 39430114,9024793,0
13860,nicholas,brown,41,melrose drive,,ryde,2620,nsw,19951119,22,03 62950323,3924958,6
12924,liec,moruce,,rankentrkace,,morley,4209,,19510731,37,02 35548475,8939843,7
7182,jmssi,jacobys,12,morant circuit,arunachula,shenton ark,2233,,19431014,,02 18548867,9583787,4
13006,niamh,speramzk,12,gatton street,,kingston,4818,nswi,19100529,31,08 95082913,3496076,2
510,robin,fan,3,paul coe crescent,,green point,2060,qld,19350921,35,04 60134739,2867893,3
1530,zachariah,flynn,8,ashburner street,,arana hills,2753,nsw,19700617,,04 93954896,5000478,3
2220,,mason,3,duffy street,,woodville gardens,5343,vic,19810918,31,07 25956730,7311418,7
8730,oliver,woodbury,10,,glen iris farm,everton park,5047,nsw,19331128,,03 42975416,8309090,9
930,shawn,bond,27,allen place,,camden,2380,,19160404,24,03 91742341,7038458,4
1280,zachary,chippendale,8,kellway street,kawana shoppingworld medical centre,gagebrook,4006,sa,19230610,24,02 18219695,7536932,0
14440,callum,morrison,13,woolrych street,,drumsleed,4101,nsw,19091105,,08 79158639,9460267,7
14620,jasmine,hathaway,3,,,mornington,3796,qld,19840823,36,02 04557547,6584142,5
1112,grace,poole,23,hanna street,george cottage,4812,hopperscr ossing,,19870223,03,08 00631949,9315648,8
3500,jack,dougherty,136,kneebone street,,thomastown,6107,vic,19960415,28,02 45200916,3268012,5
4546,alia,,280,cambridge street,,banyo,,nd,,26,07 81819140,8631900,0
5510,jake,duke,39,burnie street,,keilor east,3747,,,32,08 51688488,1048278,1
12710,kiria,bugden,39,richter close,,runaway bay,3073,vic,19530129,29,07 43209860,3489759,4
4915,rylet,weedon,41,mcclellamdjavenue,,gymea,2627,qld,19831979,,02 20034623,7177239,1
11142,cassidy,ringtlw,15,hirst place,,victoria park,6041,vic,19217401,34,04 44207702,4246007,8
12223,talixj,jaaon,2,albermarle place,,briggpn,2794,ws,19970530,,03 12409200,6991143,1
730,jack,riggall,5,shakespeare crescent,pacific palms,aspendale gardens,3041,nsw,19360726,24,04 97589670,1527667,8
9380,georgia,preshaw,1,weatherburn place,,glen iris,2830,vic,,33,07 45531958,1776489,7
12900,jacynta,linn,34,warrumbul street,bypass road,wagga wagga,3071,nsw,19670804,35,08 27580236,7836224,1
750,jacqueline,wohmann,26,cobbadah street,,concord west,6060,,19220622,30,03 13888342,7241680,2
13170,montanna,goodbody,137,mackellar crescent,amedar,rosewater,4306,nsw,19850420,31,07 23878711,9750408,9
10474,thomas,marsden,181,torrens street,,mackay orth,3066,qld,,,,6466469,9
720,madeleine,walczak,774,dulverton street,,vermont south,3199,nsw,19651102,,03 47836892,7409135,5
12167,bailey,reily,,o'halloran circuit,,robyvma,6317,qld,19140221,,04 64039922,3744791,6
10100,ethan,crosbie,45,collits place,,andergrove,5341,nsw,19611226,23,04 87094432,5937418,8
8380,james,clarke,12,kershaw place,jadenlee,maroochydore,4740,nsw,19081204,33,07 40666011,4332432,2
14561,domenizue,schwarze,204,peppin place,,croyden,3082,wa,19216194,36,08 55225275,1359534,4
321,lail,thomson,2,burnie street,karingal age hostel,albnur,2194,,,93,08 80352642,1619033,1
1371,talan,jackway,882,,,caulfielpnorth,2640,nse,19311029,,02 54254567,9197426,5
1020,talia,cameron,119,longerenong street,,deniliquin,2210,wa,19971213,32,04 20842092,7511549,0
2030,bianca,kirby,12,fitchett street,the haven,armidale,6147,nsw,19241227,32,04 71290848,7059104,8
12160,bailey,reilly,,o'halloran circuit,,robina,6317,qld,19980116,35,04 64029922,3744791,6
1220,sienna,boag,18,mccabe crescent,,,2484,nsw,19650218,32,03 89617865,6175339,2
13815,william,gilhan,124,simpson street,retire ptswrth vlg,milzsbend,3095,wa,19510233,24,08 95896134,1500629,4
10468,baidly,longley,18,lansell cpircuit,,phillip bay,4051,,19670726,26,07 79816881,7929406,5
2060,carly,francis,48,barraclough crescent,calvary campus,currumbin waters,2259,vic,19511118,17,03 57942683,6378815,0
2995,davies,gabridkle,94,chandle rbstreet,birrell court,glewnood,3608,,,,04 98895949,2351642,6
13812,william,gilman,124,simpson gfreet,,miles end,3095,wa,19513393,37,08 95869134,5373928,4
8660,danielle,hickson,63,jukes place,,turramurra,6059,qld,19530714,29,04 10606524,5891981,6
4980,samuel,hill,159,solus place,,carindale,4130,vic,19541011,38,03 38650798,3288265,9
5400,emiily,brooks,26,roseworthy crescent,,cook,5174,wa,19760706,26,04 45816664,9229787,5
13303,stephanie,martuh,12,mcwhae nrcbit,,sale,,qld,,38,03 78664660,7164215,8
300,tarshya,scott,241,bullala circuit,,boronia,2500,qld,19530206,39,02 62449153,9196586,0
6356,bree,bezky,63,bennettsqnclose,,goulburn,8260,qls,19210915,84,,4978774,3
8740,amy,,401,macnaughton street,east 88,croydon south,4413,qld,19870825,,07 72560543,7278171,3
10190,abbey,harvey,2,carbeen street,,lindfield,3160,wa,19670102,25,04 00954956,5125745,1
5050,harriet,fittock,29,hawker street,flr 1,gymea,4670,nsw,19980806,37,07 08861244,2390348,7
1590,lushia,howe,29,lindsay street,,knoxfield,3189,vic,19630428,32,04 79427090,5127766,6
4780,chelsea,o'dea,51,guthridge crescent,,leumeah,3137,,19570410,36,03 53223914,9740460,0
6580,luke,corso,3,devonport street,,floreat,6330,qld,19550725,29,02 80697032,2568609,3
230,pia,sheidow,1,kumm place,,duckenfield,3139,nsw,19860329,25,02 45517526,7417204,1
11705,cob,da cruz,495,leichhardt street,,,2763,qld,19630605,,04 96251851,8701946,5
3115,bayley,leid,2,,,rothekl,,voc,19403027,43,08 99259418,1550384,7
10880,riley,phillips,5,theodore street,,mosman park,5343,vic,19631018,24,02 86562792,5299172,4
10210,amber,beanland,24,biffin street,,bulleen,3181,,19810127,40,04 47844643,8829681,9
7720,casey,burchett,225,bussell crescent,,nedlands,5159,vic,,21,03 97598839,5194798,9
7210,,bahr,16,hagelthorn street,naroo,plumpton,4700,nsw,19450109,,07 81325827,6659320,9
13000,niamh,speranza,6,gatton street,,kingston,5259,nsw,19100529,31,08 95082913,4686645,2
8254,baioek y,arnotld,139,hutcheon place,karri lodge,ashcroft,6740,sa,19300029,33,07 61463191,9657509,5
8690,alexander,eitzen garford,2,alroy circuit,,norwood,2267,vic,19591003,34,07 59339747,7507863,6
10250,jake,smyth,38,bertram street,,yass,2161,nsw,19241103,32,03 94181764,4585405,7
7950,annabelle,conti,61,sticht place,raafa estate,morwell,2171,vic,19140603,,08 73465419,3895185,1
2320,shelbey,bartlett,34,porteous crescent,,drummoyne,3018,vic,19770707,29,02 28334227,3876167,3
13430,james,kubicoan,1,mullens place,,tweed heads south,4116,vic,,22,02 59972432,3346675,1
5620,jaykob,creswell,16,atkinson street,,kearns,4061,,19120204,30,08 95719203,5008477,8
10520,ryan,rainsford,23,burge close,terara house,bundaberg,6101,wa,19780627,28,07 72075605,4080298,4
13763,serena,o'malley,56,mcmillan crescent,rodney park,ry,2251,nsw,19090621,31,02 35630542,6319967,7
5550,lewis,flynn,54,ross smith crescent,rugby park,beverly hills,2045,vic,19510305,32,07 57486773,7874854,5
11270,ruby,carew,103,ern florence crescent,,hoppers crossing,2485,wa,19630105,28,03 04251475,9258226,3
11990,jaiden,shnirin,63,bingham circuit,oyster cove vlge,rose bay,4817,vic,19870823,24,02 12640024,1594328,7
