rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
20411,nathan,thoizen,12,port jackson circuit,,winston hills,3088,,,29,02 06007215,4248143,0
11910,emiily,eleftheriadis,63,drysdale circuit,,newborough,5048,wa,19740808,23,04 20224820,8000092,2
29572,meg,geotyvr,4,darwinia terrace,,brunsncok,3025,vif,,20,04 31187049,7214096,1
16300,sam,browning,30,northbourne avenue,kanyana,mount lawley,3556,vic,,25,04 64570266,7053862,4
500,ella,lauritsen,59,corinna street,newlands,bass hill,4505,vic,19230517,,08 44074587,2814362,3
8770,timothy,weston,357,lee-steere crescent,sewah-glen,farrer,3483,wa,19031215,35,02 12232613,5119189,1
8452,james,yunw,129,tillyard fuive,,rosenna,2016,ns,19890429,,03 18829315,5303893,6
27607,alexander,oliver,25,tildebnplace,,malfdon,3033,w,19220955,31,07 76613921,4910905,1
24030,laura,larsen,1,tenison-woods circuit,box farm,west ryde,2571,qld,19640821,22,08 89547461,8802025,3
5020,lachlan,tonkin,14,karawatha place,,toukley,2010,nsw,19000227,38,02 23631259,4155728,6
22570,jade,bland,12,,carwogie,padstow,3127,qld,19421114,35,08 90488288,1575854,1
15702,hamish,davidsoh,,mcmaster street,,scarborough,2195,wa,19475130,71,08 78669391,7478806,6
5932,isabelle,carser,52,bingley crescent,windy hill,ricojd,5064,nsw,19061210,82,,3831172,3
2370,sonja,males,136,stieglitz circuit,churchill,kerang,3047,nsw,19760310,36,08 04503793,2902314,1
920,flynn,walker,23,hair place,,macauleys headland,5162,vic,19630903,28,02 87765990,9993134,6
20874,madeline,vel,66,conigrave place,,spearwtocd,3558,qld,,29,07 04592214,8299399,1
16972,jimym,tebbutt,6,,,eastwod,2052,nsw,19980811,,04 56368864,3225952,6
24940,macey,ciganenko,14,brodzky place,greengrove,miami,6030,qld,19450724,28,02 47087505,5736066,5
17786,alexi,adri aens,2,kirby place,,hexham,2210,vic,19610165,29,03 86312889,3194012,4
17610,daniel,bowerman,6,swinden street,city mission retrmnt vlge,premaydena,2259,vic,19910716,32,04 35383484,5805098,2
8441,thomas,bell,6,waterman place,,devonport,3079,nswt,,20,,2247811,6
24000,alexander,knight,1,bellinger circuit,nalaura,sunshine,2530,nsw,19250721,,08 65329073,3512322,2
23670,jai,tseng,29,ferdinand street,,beaumaris,3393,qld,,21,03 59728445,8123723,9
3110,sara,diacopoulos,105,watterson place,,elands,5069,nsw,19900505,,04 84378837,7330512,4
27260,nellie,,36,logue place,,st albans,4005,nsw,19790703,30,04 97381046,2934972,5
10645,georga,whute,21,hirst oplace,,rockingh am,2130,vic,19952250,23,08 61915230,7622434,7
28620,kyle,carter,31,shakespeare crescent,,northcote,2147,qld,19700714,,08 90088619,4236095,5
15262,isabella,carlon,24,dryandra street,,red hill south,4305,,19640619,31,02 66245356,6069493,5
10394,dillon,modan,18,rapaneaustreet,,croydo north,3193,wa,19981114,,03 97500781,3748394,5
8858,shannon,strpnu,1041,loche place,,evatt,,,,29,03 53074560,6860457,2
18380,tiahana,horvath,26,burnie street,private rd nbr,alawa,2263,nsw,19220327,31,08 22903965,2305955,6
11060,april,redden,,,banyan family medical centre banyan plaz,footscray,2259,vic,19601119,31,02 05961468,9417858,4
8384,arku,dolphin,,mindaaie street,gurnang,park ictora,2305,,19150403,26,04 18449565,5535816,1
10647,georgia,wight,21,hirst place,,rockigam,2130,vic,19954020,,08 61915230,7622434,7
9022,ethsn,mortisg,,kirkland circuit,,broadmeadows,2430,,19704923,29,08 73737186,5546085,3
29770,isabella,mclean,54,parfitt crescent,,port pirie,2429,qld,19281031,27,03 08202423,9680257,6
11642,laueen,kjiag,381,bingle street,,thursday island,2020,,19510724,23,04 72403109,1355805,3
22040,sophie,harrison,1,lamington street,,valentine,2550,vic,,24,04 97579939,1974842,2
628,jaddj,eylward,6,canning ytsreet,,mount gambier,5085,nsw,,,02 17523956,3138770,0
26883,blake,irwin-james,1,goodhareucorescent,,campekltown,2088,qld,19590412,29,07 19567532,5775938,5
23590,ayden,evans,35,rosenthal street,,underdale,3806,tas,19740627,26,04 69721800,6092711,0
5460,joshua,owens,1,foster place,,baulkham hills,3910,,19640122,27,03 52718691,8920540,2
1580,brooklyn,harris,19,,,toowoomba,3101,nsw,19651219,21,08 99131521,1278773,8
9480,ruby,smith,38,wilhelmi crescent,rtrmnt vlge,berkeley,4358,qld,19140812,30,08 74361111,4663498,1
19990,solomon,manser,89,wakefield garden,,knoxfield,2197,nsw,19170414,32,08 56084927,5264715,4
23653,alexandra,button,28,hugh mckayeescent,,dandenong,3061,sa,19990116,32,08 49365666,9236825,6
21430,christian,blanford,130,higgs place,star court arcade,plympton south,2130,nsw,19630725,,02 77514716,3436587,5
9410,riley,levett,40,millpost close,gunnedah vlge homes,withers,2194,vic,19021018,,07 27910545,2602245,6
11640,lauren,knight,381,bingle street,,thursday island,2020,,19510724,34,04 72043019,1355805,3
3740,laura,howell,69,quinn street,westwood,bridgetown,4507,nsw,,33,04 49023282,1035490,4
23210,emiily,cleaver,7,cowper street,air force memorial est,cronulla,4075,,19300109,28,04 48033497,1571241,8
19460,nicholas,kunze,20,wallaroo road,,pinjarra,2026,wa,19580307,40,08 02495102,1456163,2
26542,taylan,dagn,37,horton close,,cranrok,3660,vic,,26,08 32375311,3443842,7
28393,ma,russell,25,street morrison,,tumby bay,4503,,19010425,,07 49389715,9372516,5
13395,sophid,robinson,15,flora place,highfield,pascoe vle,5109,,19710129,59,03 56514681,1475462,7
9290,jaykob,richards,5,buvelot street,,calista,5252,nsw,,36,07 07314295,6699107,5
28710,cain,anderson,1,hazel smith crescent,,hammondville,3649,sa,19681104,27,07 86329987,1589695,5
4134,lachlan,woodciqk,19,hobartcplace,,rockgamqton,5093,nsw,19740225,36,03 43422378,8788962,4
19711,brydon,jeffors,66,stredb jlm,,unaderra,2177,nsw,19105103,22,08 17489150,7354110,2
25612,girvan,keziah,46,conder street,mulgul station,surfers paradise,2786,vi,19380626,,04 29388604,4936353,7
14750,hannah,hilton,41,terewah circuit,,heathmont,2233,vic,19990925,35,07 24501560,9087856,4
18805,chrisfian,youd,46,howtt sfeet,,fawknes,4870,vic,19950008,21,04 11894994,8325962,7
5597,jasper,cooper,21,gorman cbescent,,,2066,vic,19170424,24,03 53141086,8914485,3
3111,sara,diacoppulos,105,wattersm place,,eland,5069,nsjw,19900505,,07 56645860,7330512,4
457,camyean,earthrowl,360,rentouuelace,,kutabuil,2731,vic,,30,,2436509,4
22681,osose,murpy,28,messenger street,henry kendall hstl,denmdan,3282,qld,19780602,37,02 76230118,2457438,8
19496,doughty,eva,33,kneebone edreet,,ferny jills,3047,qlq,19731021,25,02 17608259,3648036,8
27840,finn,thompson,3,mckinley circuit,willow park,lane cove,6110,nsw,19420207,29,07 65158405,9064327,3
10002,caitlf,,152,goyder street,,cranbrok,3952,nse,19650496,,08 37489540,6622189,6
30,chelsea,besgrove,36,custance street,,morningside,3021,wa,19101119,33,04 51580185,6161486,2
8851,shahnon,strokg,1011,locheepace,,evatt,4413,nsq,19140618,29,03 51074560,6860457,2
