rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
11681,ambr,fraser,644,westopstreet,,camberwell,2088,,,,03 31833721,6359131,4
9562,ava,goodsell,0,o'loghlen street,,ulverstone,4817,vifv,19370312,32,04 60795220,6288987,6
12541,,wi kon,3,,,heathridge,5372,,,38,08 21963963,4408723,6
7484,eboy,francis,27,,oakridge,st ives,6146,qlhd,19310125,31,08 61514038,7029096,5
4197,claudia,,13,duffy street,,mount gxfavatt,2165,,19158807,27,07 38769393,8684374,3
463,mattheo,kelly,1624,howitt street,,molong,2825,vic,19916316,13,,1813977,0
7494,montana,brentpn,329,hughes crescent,,bonnyrigg,2282,w,19503025,13,,4744640,2
14018,carlpa,edwards,1,denovankecuit,henry kendakl vlge,,4870,nsw,19780109,31,08 61840658,3140661,9
5481,joshuta,krzger,323,allcott place,,prospect,4029,nsm,19598820,21,,6047803,6
13472,campelk,evans,18,britten-jovcs drive,,queanbeyan,3146,nsw,19605117,,02 39374558,5817402,8
3442,lucas,di,14,,,west lajnceston,2068,qld,19030822,32,04 09913088,8122332,7
9561,ava,goodsell,322,o'loghlen street,argyle garen vlge,ulverstone,4817,vic,19370312,22,04 60795220,6248897,6
11247,samuel,taylpr,69,courtyfidler,,hendea,6175,vic,19199919,38,08 60935081,4225080,1
13553,whetter,ales,72,saville close,,balwyn north,5180,,,28,04 66121815,7764749,0
7423,hannah,caon,10,jerrabombkrti avenue,,morphetbivlle,2290,,,29,08 15082192,6384393,6
13153,moon,amber,936,spaldingstreet,,dandenong,6251,nsw,19050411,27,07 08330762,8293665,6
13612,daniel,stragdeuck,58,bussell ckescent,,ringwooj north,3188,,19541006,,02 65312587,9167938,1
541,oska,tippel,26,,,woodvtle,6027,,19911210,24,07 02869591,9615753,8
8432,jeax,willkas,80,duffy street,keilor retire ment village,fulham gardens,3023,,19780606,32,03 71651210,9705318,3
11613,sacguu,cod,61,hobday place,,st hubertd island,4190,nsw,,35,08 91925081,7897057,0
9521,angus,shillbinton,,ewingsreet,kobi clinic,winso,5159,qld,,,03 41301511,9719662,2
1863,connor,fras,1,giles street,clear vie farm,bentleigh,2125,vic,19830919,31,08 98305641,4671214,3
1913,bridget,tsai,43,jabanungagbqvenue,erinundra,greesnlvopes,2795,nsw,19611125,32,04 97023409,5145473,1
11773,ebony,cobqs,5,carr fracent,the willows,swan view,6163,nsw,19682112,34,07 41276845,2596601,9
6462,lachln,acker,9,yamb aapce,,eden,4802,wa,19890103,35,07 29326166,8862036,2
6086,tristzn,ravank,8,ward pluce,,killara,2147,nsw,,39,04 13177790,3082437,1
775,willfzm,ogallgrher,3,,,wheelers hill,3149,wa,19671104,26,07 72026164,8280398,7
8311,olicer,hobbs,35,antillws ytreet,,malvern,3188,ne,19491109,37,04 74729538,5686122,3
10682,alexandra,grhr,8,,pyndari,allansford,5069,sa,19880128,,03 19839738,2708844,8
3797,aleisna,nicholzls,5,bugden avenue,,blackwn,5116,,,,02 85687549,5280380,2
5751,william,yearrx,189,barber cfcent,llanberis,victor harbor,3175,nss,19400109,,02 46657739,2191954,9
7931,mathew,smih,40,springvalw rrive,,leeming,6304,vic,19990507,22,03 70812144,6500575,6
10425,jed,jackson,2541,stacyhztreet,crystal springs,davoren park,2533,nsw,19050516,16,08 73538048,3876961,4
312,harry,clarke,28,newbery crescent,trinity hostel,numurkah,2061,qlo,19811216,22,03 54256571,7444203,4
5935,demerios,fletcher,5,,,glendalough,2300,wa,19709830,39,,1678672,2
5644,jackson,dompan,2,maltby circuit,,emerald,4543,we,19731227,,08 51919337,1426323,0
5671,ryloy,mazz macto,86,place alphard,,yarrambat,3135,tas,19449722,34,04 61264769,7772002,3
7851,foster,jagg,150,,hacienda caravan park,fannie bay,3209,,19400921,29,07 04887968,6261651,5
9523,angus,fieleing,,ewing street,kobi cinic,winswlow,5194,,19300092,,03 41301511,9716926,2
14222,cameron,caixb,62,henry melville crescent,the reservation,humpty doo,2482,,19510607,24,03 14975995,3523289,8
1841,anton,,9,postle wrcuit,,,2758,wa,19051213,,03 33906148,6198161,9
1632,davie,irving,10,kenyon xkrcuit,mananfona,tamborien village,6112,nsw,19150528,38,02 40599003,7680449,1
4988,michael,were,9,burrishlace,,birkwdale,4502,tas,19200202,34,03 61952504,5053236,7
12344,brvll,holmes,76,heatonface,,lake munmorah,4700,vic,,31,07 58731685,6324460,5
9791,matiofa,rulds,4,shackletonzgircuit,,seacre,4179,nsw,19831226,25,02 16908705,7912092,7
8113,kinfa,hewkkn,25,goyder treet,,marrichkviile,2166,nq,,41,04 87408473,4166954,9
6425,taylaf,valgdt,4,,,belmont,6059,,,13,02 48229723,7057735,7
9511,ashleith,dulle,,de little circuit,,tatura,3803,tsu,19220406,24,08 31329071,6584929,2
3486,elyl,blundol,12,rodway reet,boreelum,victoir a point,5700,qld,,53,08 49212912,2395790,7
952,,jopspom,17,heard street,,inglwood,3130,qld,19520808,,08 18077704,3321743,4
321,cooperj,jackbs,8,street mcculloch,,burleigh heads,4740,nss,19001025,38,07 78456596,7578860,7
8381,,thompson,289,robert campbzll road,,silkstone,6480,nf,19341013,20,03 86321725,5699223,4
12349,bella,holmes,111,heaton place,,lakeymumorah,4709,vic,,13,03 27581582,6324460,5
5675,rile,mazzocto,80,alphard place,,yarrambat,3135,tas,19440822,34,04 61264769,9367261,3
5642,jackson,domjnt,3,maltby circuit,,emeed,4546,wa,19731227,26,08 51919337,3625343,0
10483,blar,jarman,471,,,kew,4113,s,19380728,21,02 97430602,3157456,4
5372,micah,,75,symers atfeet,,tingalpa,3360,wa,19170708,,07 54514678,1316095,0
9341,adam,hayrs,4,dallacyhhplhce,showcase on the beach,el afish,2487,nsw,,,08 30431022,4959914,8
10424,jed,jackofbn,2,stacy street,crystal springs,davoren park,2533,nss,19050516,16,08 73538048,5796673,4
9153,joeo,croser,33,bowser place,heritage homes,northrockahmpton,4655,nsf,19980912,28,07 62554269,5893309,8
2361,richaxs,owen,27,fawkner tstteet,,henley beach,6008,,19796029,,02 99918465,2526048,7
8394,macrexie,thornton,11,jondoo t lace,,lane cove,7053,vic,19544034,27,08 82205160,1539072,9
3117,chelsea,crar,11,bundey street,,scarbornugh,2192,i,,,04 03205164,9584424,5
8396,annabelle,thornton,19,jondol place,somerview,lanewjcaove,7053,vicj,19540524,27,08 82205160,1539072,9
10681,alexa,greenw,248,gamorlrteet,pyndari,allansgord,5069,sa,19880128,,03 19439738,2708844,8
9436,coryw,mcconnell,0,barwellcolace,,chiswi ck,6010,vic,19200308,,03 41466699,2670931,4
12277,samantha,kaddiur,2,don posce,,hawthorn,4868,nas,,,03 12738637,9105437,7
9942,cristlforo,pool,2,bunya close,,llowlong,2131,vic,19890937,,04 37665077,1847901,8
7971,blakne,stimpaon,50,kathernevenue,currawong park,picnic point,5093,vic,,39,02 78083760,2874004,6
7935,makcyhemo,smitqh,48,springvale drive,willandra,leeming,6304,vic,19990387,,03 70812144,5242973,6
11064,abgryu,ulrcmh,64,bousteadecircuit,,ryde,4879,sa,19567023,35,04 50930373,4227631,0
2322,megnn,batom,16,wongooall close,wahruna,maroubra,3095,qld,,30,07 54446302,6351571,9
3951,stacy,geofssus,1481,osburn drive,,2198,newdegate,vic,19830906,23,08 08063370,9263653,6
6353,jaoob,hanswn,77,aitken circuit,,innisfail,7134,,19840148,31,02 70862110,2817408,4
9151,joel,croser,31,bowser place,,north rockhampton,,nsw,19761126,23,07 62145269,5893309,8
12934,charhds,rou,2,,,greenwood,3186,nsw,19770920,,04 78533297,6300664,6
1637,daiw,irving,,kenyon circuit,,tamborine village,6250,nsy,19150528,38,02 40599003,7686039,1
776,billy,gallaher,,,,wheelers hill,3149,wy,19671204,33,07 72026164,8280928,7
10082,isabellf,boyow,29,bacchus circuit,,elizabeth downs,4809,,19886115,,03 82436923,9584519,1
11702,samantha,graseer,42,,,oaklandw park,5017,,19450117,37,07 43047063,9918137,2
3405,holly,hansford,131,harbison cgtscent,,gymea,4670,w,19560211,21,07 64567880,1193371,9
1066,jac,swieclbek,1,onslow street,yallala,spearwood,5461,,19100709,29,04 79012889,1767337,8
8268,takara,drummhond,57,greenough circuit,,fadden,3065,nws,19670228,29,02 89038774,8069903,7
4806,jai,emdhq,901,quayle o lace,cona,st andrews,2101,vic,19594026,26,,5661471,8
1621,tonu,trevna,49,olympudc way,,arno bay,2230,nsw,19202307,31,07 34693677,1519636,9
14123,declen,morfixs,115,daleycrcsent,southbidge,conisthon,2615,tas,19730326,17,07 95356905,4565401,3
3106,nathan,dimrvk,1,bloweri ztreet,,stafford heights,3179,vkc,19200513,33,08 67813092,1462184,6
14224,cameson,car ins,602,henry melvild crescent,,humpiydoo,2482,,,24,03 14275995,3523289,8
