rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
3040,lachlan,curtis,19,dale place,,ungarie,3028,qld,19870906,24,07 79183195,6224611,2
3480,savannah,warburton,17,wambo close,,collarenebri,2112,,19690110,20,03 42548839,8612132,4
4660,caitlin,panawo,266,lidgett place,,ingham,3028,,19231017,33,04 02919656,1269996,8
1620,jacynta,kessner,27,tauchert street,,wahroonga,5063,qld,19370624,27,08 61313982,8731381,7
720,jesse,sutherland,3,light street,,adelong,2428,vic,19110305,19,02 47460338,1942604,7
1380,isaac,scicluna,36,beasley street,,glen waverley,3150,vic,19040817,31,07 02126189,8909064,9
2610,amy,bussey,22,burdekin street,,bunya,6107,sa,19520615,,02 45426393,4813243,1
2920,harrison,nguyen,47,skinner street,arran,coburg,3550,qld,19480513,26,03 64938687,2426575,6
770,samuel,walter,57,pogney place,second avenue,beresford,5042,sa,19230205,38,02 53039250,3254006,8
330,jordan,russell,38,james smith circuit,,ravenswood,2041,qld,19670926,23,07 55270799,7248215,4
3620,sara,edwards,3,simpson street,bonnie doon,woodcroft,4163,sa,19090811,31,07 60196455,9106885,3
1390,oliver,kelly,1,birdwood street,the parsonage,st johns park,2126,nsw,19660419,29,02 65524852,4347832,9
1930,lachlan,,209,lexcen avenue,lucknow street,thornton,6258,vic,19271018,32,03 69818453,7679732,7
400,alice,easton,3,bugden avenue,,nyngan,6018,vic,19611017,40,04 60531662,6723614,1
3210,riley,crompton,62,carlile street,erana,old bar,2560,nsw,19070604,24,08 09123081,8249843,6
2690,joel,john,31,keith street,,o'halloran hill,3550,qld,19301021,,03 19780881,9781206,0
2450,alexandra,archer,8,veal place,nocoleche,cornubia,3551,vic,19850709,32,02 02380041,4334669,3
4390,hayden,triffitt,10,jervois street,,norman park,3125,nsw,19140924,32,03 63113436,5499625,0
120,connor,busch,32,dolling crescent,wantirna crn park,millswood,3551,nsw,19180317,,07 63999561,8875106,7
540,madeline,hodges,25,warrambool close,kiloran,bendigo,2430,nsw,,,02 06575177,7831313,0
190,noah,huppatz,2,mather street,,yokine,3054,nsw,19720824,,03 46305246,3967124,8
390,kalli,matthews,118,henry melville crescent,studio village shopping centre,sorrento,6110,vic,19601010,25,02 99903291,6055146,9
1030,james,o'brien,32,chewings street,burnside,rosebery,2617,tas,,,,4277039,5
170,niamh,hill,3,arinya street,,tranmere,2038,nsw,19720430,35,07 30801764,1213976,9
2230,ryley,worden,13,melrose drive,,palm beach,3551,nt,19320229,36,08 66501279,8416171,2
4920,alaiyah,killey,9,newbery crescent,,toowoomba,2481,qld,19460708,23,04 41365586,6926177,7
2630,georgia,stranger,66,pethebridge street,,maylands,4059,vic,19910209,,03 78226555,2791107,9
490,jordan,rayner,73,glencross street,,emerald,2870,nsw,19461231,31,02 71167414,8172489,2
4750,jett,rothe,56,dash crescent,,braddon,2605,vic,19900421,25,02 98745517,6166180,9
2480,dylan,crow,33,,dora creek medical centre,enoggera,2068,nsw,19531013,22,03 34625700,7799522,5
4420,thomas,leonardi,35,gurrang avenue,hollingworth units,bentleigh east,3087,vic,19951126,26,02 78828683,9475737,9
1790,demie,rekuciak,167,bourne street,,young,4557,sa,19770119,20,02 97292403,7738849,1
3800,jared,parker,5,beetaloo street,,springsure,2761,vic,,38,02 90824069,4345597,4
2150,jasmine,ruchs,7,,,hammondville,4160,qld,19360114,,08 40901857,3188856,7
3730,teresa,searle,4,anderson street,,port melbourne,2077,vic,19870602,29,07 39798091,9540335,9
740,oliver,begic,24,learmonth drive,,clontarf,3264,nsw,19280419,30,04 98801160,1736880,5
3020,liam,turner,15,barrier street,mount view,campbelltown,4807,nsw,19470415,41,02 21054454,5006165,5
290,hugh,felgenhaur,8,marrakai street,,bullarto,3197,qld,,30,04 14867136,5113678,8
3940,nikita,cummings,115,,,charlton,7301,vic,19680331,,07 45089814,8410711,0
480,harry,mcgruther,23,captain cook crescent,the glenn,paddington,3061,,19950701,27,07 61028163,6379007,1
2910,angus,preyser,96,hampton circuit,burns point,tarragindi,4380,wa,19361223,17,04 10368419,4880516,6
4600,holly,radford,25,banner street,,medowie,2163,nsw,19100422,,02 48985622,5459602,4
810,chelsea,vears,39,gamor street,,glenmore park,3135,,19340902,21,07 29429222,1510593,8
1310,tommi-lee,ochernal,39,nicholas street,condor,shoreham,5107,vic,19090923,30,02 19052145,1252172,9
4670,lara,mcfadden,7,hattersley court,welldun,tweed heads,2155,nsw,19311108,,08 56668233,2716498,0
3700,tommi-lee,anderson,11,lindsay street,,palm beach,3944,,19660522,40,02 21799596,5547797,6
560,kai,webber,2,trimmer place,stone quarry,summerhill,3030,wa,19971011,28,03 79520536,2468281,2
4780,harley,mcnamara,238,,,narre warren,4061,wa,19640822,,03 65437041,8601605,0
4530,isabella,graham,74,flinders way,,noble park,3442,,19951031,,02 95559157,8087261,7
4640,caitlin,tuul,13,michell street,millbank vlge,paddington,2152,qld,19660421,34,03 31141207,8805649,1
990,,awde,7,bennelong crescent,,glen waverley,5172,vic,19090701,32,,4020346,1
4160,zara,mclellan,68,smiths road,springvale,cedar creek,4702,qld,19481028,31,07 88196524,9968506,4
2100,alex,bolt,9,carter crescent,kilmarnock,malvern east,5211,qld,19350819,32,02 66394874,9759916,0
1090,andrea,xenophou,33,carstensz street,the gums,penrith,3280,vic,19120711,31,04 71005748,9329574,2
1820,georgia,dosen,21,kangaroo court,,bridgetown,2085,,19000512,26,03 48959398,1572993,3
2180,chelsea,morgan,41,harbison crescent,hillcrest,narellan,3152,wa,19300713,,02 67299144,4359208,9
3010,india,sonntag,22,red hill shopping centre,,wodonga west,3469,sa,19190921,27,02 52337700,1215106,8
2110,cooper,frake,19,ellerston avenue,vernlea,north sydney,2508,vic,19470325,31,02 31231861,8028468,6
2280,max,altamura,15,weavell place,,mordialloc,3201,wa,19031117,28,08 45061832,7175080,9
3580,ethan,harrison,91,clift crescent,frm 214 delta view,seven hills,4601,nsw,19500218,19,03 91879400,2945064,3
4710,bayley,papadopoulos,4,bromell circuit,,werribee,2145,vic,19370918,32,04 94426683,7536439,6
4000,jack,walker,5,frew close,malladup,templestowe,3150,nsw,19050111,33,02 54213873,4694350,6
3490,annika,raslan,6,goodenia street,strenarea,pymble,4020,tas,19460211,30,07 90129750,7950227,5
1920,anita,kannane,2,whiteside court,akaroa,slacks creek,4812,nsw,19110131,,02 41981238,7477932,7
410,jamie,maung,46,hayter place,,willagee,6061,vic,19210626,20,04 36298073,6697818,7
4730,flynn,sawyer,13,kneebone street,stalworth,latham,4814,nsw,19490725,30,04 92666038,6295056,4
4820,chloe,crookes,29,duffy street,southshore dental centre,inala,3146,,,21,03 26161567,4884903,1
600,blake,maynard,10,william hudson crescent,,gagebrook,3644,nsw,19821211,28,04 23303158,8084840,7
4030,ryan,macdonald,2,a'beckett street,forest lodge,surrey hills,3068,vic,19380117,38,02 45124228,3887857,9
1740,jessica,willis,12,prichard circuit,hazledowns,cuttagee,2350,,19940309,35,08 80959769,1596185,2
