rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
1541,joshua,sandfoed,24,ulm street,,hamilton hill,6163,nsw,19060423,22,02 93749898,4201140,8
5451,jesse,lewis,16,keartland street,allendale,ivanhoe,3138,vic,19010915,35,07 85753764,3453406,8
8771,alixa,schlink,83,ainslie avenue,,mittagong,4670,vic,19690110,,07 78987434,6461670,2
3341,imogen,leaker,4,,,mulgrave east,3044,nsw,19290318,29,07 42547837,5043484,9
841,emiily,filmer,62,fox place,,edmonton,3034,wa,19360708,30,03 96270443,9439981,7
3121,samara,parkn,15,centaurus street,,kingsford,4226,nt,19310525,,08 49130111,5177767,2
121,tohy,petrovic,36,lysaght street,,eatons hill,2009,nsw,19770310,36,07 04989481,4250729,9
8041,hannah,leombruno,45,barrallier street,,gatton,3037,nsw,19370722,,03 11737365,7283572,0
1061,taar,schleter,,miethke place,kalulah lodge,lewisham,6003,qld,,29,07 66447903,7168020,9
8151,sara,walker,28,gleadow street,henry kendall vlge,belmont,4301,nsw,19521213,31,02 86570880,4007858,5
6281,anastasia,hill,40,belconnen way,helstonleigh,banora point,4650,nsw,19330509,24,02 63488628,4329689,6
9891,caneron,blowes,165,glenmaggie street,,pacific paradise,2630,vic,19251028,40,,9573058,7
11261,cameron,colussi,21,mackenzie street,lochiely (cnr pyangle r road,south turramurra,3035,nsw,19590930,36,04 43342848,7384170,9
2031,abigail,sturitis,92,antis street,,gordonvale,2086,,,22,02 14589997,2186414,3
521,daen,lane,53,cross street,,beaconsfield,4304,vic,19061022,,03 61234285,9981551,0
5791,ruby,pounsett,30,yumba avenue,deakin sports therapy centre (cnr king s,rosebud,3718,nsw,19000122,35,08 18150564,2860677,2
11791,oscar,groom,2,hagelthorn street,bawdon island street,geraldton,2081,,19171203,,04 35839841,1301763,7
2461,huh,matthews,5,bugden avenue,pineleigh,caringbah,4825,wa,19720815,35,02 65209498,7991535,6
4091,hannah,wooldridge,53,kirkland circuit,bonnie doon,high wycombe,3937,,19002910,38,08 69456157,9237503,0
2101,lachlan,poole,1,morduant place,sheep station,oaklands park,2566,qld,19892007,25,02 13191531,1512210,1
7541,delaney,gregg,15,clermont street,,carseldine,3180,vic,19117031,21,,8030118,8
12431,noah,langsford,1,boake place,danmira cvn park,blacktown,2448,,19440204,31,07 48135758,9575240,7
2821,jai,hartjes,211,clem hill street,minnamurra,brunswick,2480,qld,19050822,22,08 30682837,5648340,8
3651,,purdon,198,bates street,gowen,seven hills,2570,wa,19430928,28,03 59921715,6261198,6
8851,tyrone,davies,6,macalister crescent,,watson,7009,,19441021,35,04 40362449,8855174,5
751,emidily,golder,2,karney street,,glen innes,2234,,,,04 83920057,8054423,8
9251,isabel,melling,20,correa street,,ballajura,2008,nsw,19890477,,03 91230714,3765638,2
1891,isabella,lockyer,4,swanton street,city arcade,maryborough,2528,qld,19011219,30,03 86665402,8823685,9
1651,thomas,kroh,13,laidley place,,bentley,2115,sa,19841029,24,07 36929547,5804676,5
3931,mitchell,hill,13,,,hurlstone park,3084,nsw,19501118,36,03 07363709,5145843,0
11491,nicholas,rayner,18,whiteley street,vasse yallingup,rydalmere,7301,vic,19760428,,03 50744729,1410555,4
21,sybella,cortazzo,37,,nonda,springwood,2117,vic,19630604,,08 59936559,4452175,4
6481,,marrett,8,giles street,,mill park,2065,qld,19630709,32,,7231016,4
3861,emmerson,verheij,29,gaunson crescent,,ivanhoe,4071,nsw,19130327,33,08 53243504,9271853,8
11281,andrew,tikulinn,43,tarraleah crescent,,swan hill,2533,vic,19621114,26,08 77820626,2588944,9
11391,annika,mcbow,151,werriwa crescent,,karragullen,3215,nt,19411121,25,07 40831761,4379995,0
10721,andrew,abbetmeyer,74,riddle place,sth road,stansbury,2122,nsw,19440221,32,02 00632814,9823862,2
7441,roisin,viscione,360,campaspe circuit,,st clair,2009,qld,19201291,27,03 27742949,1262336,9
5411,madalyn,walker,92,wattle pstreet,,,5159,act,19370320,,03 36453809,5885401,0
1731,cameron,earnshaw,6,warrai place,raafa estate,seaforth,4878,nsw,19670101,23,07 14230264,9520225,9
5491,seamus,nguyen,624,cumberlege crescent,,toowoomba,4350,qld,19060930,23,07 10079703,9119509,0
11641,cade,boxhall,22,haly place,,samsonvale,4564,tas,19080205,32,03 81162596,1523433,6
2541,riley,sinikavic,3,starling place,,macquarie fields,3153,qlr,19990511,37,08 26561313,7883250,9
