rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
3590,emiily,beck,20,bunbury street,caleula springs,bonny hills,6107,,19311020,29,02 29304181,8245153,5
430,joshua,sharp,20,,,campbelltown,3194,nsw,19150705,,03 19988611,4337988,0
3630,jenna,fowler,102,tarrant crescent,,hamilton,2099,,19550731,34,03 76024990,5972052,0
2140,amber,calvert,6,ballumbir street,,nar nar goon,3206,,19311027,30,04 97257170,7032520,6
1390,thomas,underwood,16,captain cook crescent,huntleigh,croydon park,2750,nsw,19591020,23,,1350589,2
3020,bayley,jolley,481,shepherd street,wollongong lesuire resort,telopea,2620,nsw,19811005,,04 91389478,2736025,0
1820,nicole,cieslinksi,125,blanche place,,macknade,6111,nt,19520616,21,02 45001337,6689423,4
3090,jayden,mccarthy,5,riddle place,,mooroopna,7052,nsw,19121203,27,02 00271518,8525944,2
2910,charli,price,28,kavel street,,coffs harbour,2141,nsw,19431026,29,04 81562195,5618245,5
1880,jessica,valakos,44,kitchener street,,homebush,4510,nsw,19261225,32,03 44256947,3577251,5
5480,tiana,terry,24,florentine circuit,pejap,epping,,,19050120,31,02 75263377,1088922,2
3250,james,hueppauff,43,kavel street,,meringandan,2440,nsw,19660421,41,07 34406511,1772460,1
5910,charlotte,hannam,328,kennedy street,gillamagong,eaglehawk,3044,tas,19360122,35,07 78882500,5995825,0
590,matthew,hobby,12,,,newlands arm,3186,qld,19391026,24,08 77556138,8435197,7
350,ellen,hutchins,122,wattle street,,halls head,4650,wa,,33,03 99148304,2287505,5
5310,joseph,woolf,5,wambool street,,west pennant hills,5082,vic,19011011,24,08 16658770,4031248,8
1540,james,gray,120,cataract street,,essendon,6104,act,19601006,33,02 92204030,1295671,6
5120,connor,thompson,3,dry street,,st ives,3040,nsw,19991002,32,,2644041,6
1340,carla,lamont,20,tanner place,,dysart,2222,,19420326,40,03 10642042,2437351,1
2230,eleanor,reichelt,45,lowanna street,,booker bay,5044,vic,19730821,24,08 39905336,7136083,6
3320,justin,dempsey,182,pullen street,cobbedah,toongabbie,2336,nsw,19860726,,03 44299403,6844197,1
1380,abii,danylko,10,akhurst grove,millah murrah angus stud goonamurrah,bossley park,2343,vic,19060502,,08 57215214,7912960,6
890,phoebe,childs,61,dooring street,,lawnton,5107,nsw,,34,04 59959627,3508534,0
4290,charlotte,webb,19,narran street,karinya,melville,4820,qld,19520910,34,08 04668584,2730574,8
90,holly,pelizzari,8,franklin street,,glen alpine,2770,qld,19401216,32,02 63189595,6069327,7
5520,jai,heaps,49,roughsey place,anawah,cromer,6100,,19640730,18,03 85526035,3097962,7
2000,jarrod,james,53,namatjira drive,noosa hospital,tascott,3015,sa,19280726,24,04 97673876,9196522,5
5790,robert,williams,5,light street,minerve,frankston,2905,nsw,19320927,,03 67693744,1702458,6
1570,,kloska,1,garsia street,malabar,torrens park,4107,vic,19600110,30,,9518259,4
4330,ethan,rainbird,4,edmondson street,goodwin retrmnt vlge,glenside,6020,wa,19630430,29,04 30931896,6366442,3
1160,elizabeth,welke,24,maclachlan street,navan park,victoria park,2475,vic,19621107,,08 43902811,9257890,0
2130,,nguyen,210,ellerston avenue,,ryde,4109,sa,19820819,32,08 21487919,9578484,3
5140,reuben,harness,1,rosenthal street,,birdwood,0830,nt,19100704,39,04 42700240,7662007,7
5710,cassandra,robertson,20,,tobruk house,bronte,3152,sa,19240625,23,08 91149546,1298808,7
2590,ella,kilpatrick,4,wallaby place,,latrobe,4161,vic,19171029,26,02 12887318,4020994,1
130,michael,woods,10,moroney street,luskin court,castle hill,5071,nsw,19250114,,04 55801318,6869310,5
640,deakyn,kollosche,13,antill street,horsham plaza shopping centre,killara,4812,qld,,,04 56875187,2290139,4
20,shannon,caught,64,greenvale street,,richmond,4873,wa,19260814,25,04 09051225,2141245,7
4210,noah,morgan,21,parker street,,booval,4501,,19780809,28,08 72668794,5808680,5
990,lachlan,mcpherson,52,glossop crescent,tibooburra,mylor,3952,qld,19660602,35,04 00688940,1887668,8
1050,erin,octoman,15,seaborn place,,wynnum,5012,nsw,19300130,23,02 18691352,1417416,5
3200,molly,selth,99,yamba drive,,busselton west,4000,qld,19080214,24,08 94782852,4866172,4
1980,magnus,clark,34,boulton close,,newborough,3107,,19040319,31,07 54264620,7435340,2
4360,jayde,munzer,14,carlile street,,henley brook,4350,nsw,19471104,24,04 91139681,1194552,9
610,bradley,brightwell,1,maynard street,,ingleburn,5073,sa,19071102,18,08 22612154,3074469,8
1990,tommy,catt,13,ellerston avenue,,bayswater north,4170,vic,19150415,25,07 57963684,9437337,2
2960,michael,nguyen,4,murray crescent,,culburra,6101,wa,19790914,22,07 87011370,6019921,9
2090,joel,mcdonald,5,harcourt street,swan cottage homes,joondalup,2024,nsw,19230205,,08 28227772,8080124,4
3300,jesse,anderson,17,hooper crescent,blue shadows,belmont,3087,nsw,19721017,31,07 12505516,3407217,5
1510,joshua,reilly,16,gibbons street,trelawney,miami,3030,act,19290402,22,07 41914129,9470779,1
180,benedict,lee,9,kingsford smith drive,norma,wangaratta,2262,nsw,19681231,30,07 04720914,8415590,2
2070,samuel,reval,21,helemon street,,warrnambool,3585,qld,19750121,34,07 23330380,3251774,9
1530,blake,munro,593,waterman place,,dianella,2791,qld,19080126,30,03 39526476,2158487,4
4580,marley,beinke,8,investigator street,,hillsdale,2795,wa,,31,04 32516200,8075797,1
1240,caleb,grinham,101,knox street,,merrylands,4217,,19320221,,08 48780996,7146771,3
