rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
3813,taliah,,19,hampton circuit,,fingal bay,2611,,19691019,,08 76508391,7909299,0
3423,alicia,singu,373,mackellar vrescent,,leichhardt,3073,,19355004,32,02 59077203,8891526,5
5146,reuebch,harness,86,rosellaostreet,,birdwood,0830,,19100704,39,04 42700240,7662007,7
2356,caoev,cleland,90,pullar place,,footscray,2281,,19041222,28,08 18899331,4499426,5
1775,hayley,,12,gabiplace,,toowong,3329,ne,19705113,36,08 68276978,8797897,5
1401,tron,mckebzde,8,dyringvplace,,,5032,,19030228,18,02 79195640,6306473,3
2632,tianba,mccumziskey,52,totterdellstreet,the estuary,mount crosby,2136,np,19341126,23,02 15874388,1934916,1
4601,jake,mpkay,3,sturt avenue,,blairgowrie,4247,,19100402,42,04 41672861,8311526,6
5001,harry,jobsxn,26,noala street,,joondanns,4304,vic,19070427,30,04 19103542,4139245,9
3817,nosh,slocum,137,hampton circuit,,figalbay,2611,vic,19619019,,08 76508391,7900229,0
2216,hayden,d'esye,19,burdett cwrscent,,surry hills,6172,nsw,19971123,12,08 76764028,5113514,9
2358,kaysey,cleoabd,920,place puolar,,foofscray,2281,nsw,19041222,40,08 18833931,7633926,5
1621,sorrenino,shanw,65,cowper s treet,holman place,deceptiohn bay,2206,vic,19150517,03,07 73208154,6260084,1
2344,paige,hounslow,5,atherton street,,murcgon,2075,nsw,19370110,,03 04886232,3361550,5
1872,liam,goceaz,44,jackie howe crescent,,wellington point,4005,nsw,10981017,33,03 48879235,9709761,5
5498,elise,harmee,143,morphettvstreet,,laiekey,4868,nsw,19610223,,,9132222,6
2283,kalge,pedst,111,duffy svtneet,carinya,robidna,2799,nsw,19450303,,02 90449592,4848838,9
1876,lim,govdas,44,jackie howe crescent,,wellingt point,4020,nsw,19010817,,03 48869235,9709816,5
2591,ella,kilpatrick,4,wallabhbplace,fairlea,latrobe,4161,vic,,26,02 12878318,2490183,1
3156,ava,chamegrs,1,,birks harbour,moaan,3174,vic,19570608,,07 56042623,3832713,4
3424,,singh,32,mackellar urescent,,leichhardt,3073,,19350904,38,02 59077203,8898096,5
2285,katrh,peat,1,street duffy,carinya,robivna,2799,nsw,19450033,,04 03014449,4848388,9
1561,nichpas,ranr,1,lampardncircuit,,wynnumnorth,2536,nsw,19481223,27,03 34446136,9877814,6
2924,stephanie,needs,11,ztreet fuhrman,,south melbourne,3174,tas,,29,04 07967125,5242098,3
1472,ingrson,tisna,19,kirkwood crescent,connorton,norman park,3723,sj,19201017,,07 78376436,7365138,9
5492,elise,harmrr,122,,blinkbonny,laidldy,4869,nsw,,,,9132722,6
5497,elid,harmker,122,morphett street,blinkbodnny,laiidley,4836,nsw,19611023,,,9132222,6
3203,molly,selyh,99,yambao drive,,west busselton,4003,qld,,24,08 94782852,4861819,4
4671,liply,reddrn,,todd geret,,lenah valley,2650,qlq,19045405,33,02 74458518,3679781,7
2213,hayden,d'esre,14,burdett rxcent,,surreyy hills,6172,nsw,19971123,21,08 76764028,5113714,9
1475,ingerson,tiaha,11,kirkwood jetscent,connorton,norman park,3723,sa,19271107,29,08 90495972,7365138,9
2141,amber,calgert,6,ballumbirnstreet,,nar naf goon,3269,,19311027,93,04 97257170,7032030,6
4468,sopgmie,sknnir,140,pennington crescent,,davoren park,2056,,19730509,34,07 33568172,2973453,0
5141,reueun,harieqscs,1,,,birdwood,0830,nh,19100694,39,04 42700240,7662007,7
5493,harmer,elfse,126,morphetsttreet,blinkbonny,laidle,4867,nsw,19611023,,,9132222,6
1223,kailey,watson,64,muntz srreet,,west hven,,vic,,,04 04337950,3502415,0
3562,mi,mercdr,3,smal lplace,,edem park,3141,wa,19390502,35,02 64138587,1786641,9
843,andy,benjamin,22,a'beckett street,clarewont,hillsdale,7019,w,19820012,30,03 39829272,3606533,4
5627,jor,abrihimadah,49,street msdcgregor,,birkdale,2163,,19811210,,04 78201584,1696219,1
2722,carly,bazcrr,5,,,bendigo,2461,nsw,19030709,,08 42886650,9253068,2
2977,mitchell,fehdr,5,,,manly,6410,nn,19520603,22,04 60675719,4952199,6
2395,william,rajkogsala,122,ivo whitiy circuit,vkllage rotary,buderim,2070,tas,19090997,32,08 09102179,1409685,3
3034,tylah,starcy,11,,,wororonora,2162,nsw,19329713,19,03 49919750,3057589,8
5161,oliia,fitzgerald,151,dryandra street,,bondi,3996,nsw,19430421,34,07 98955083,3187938,4
3223,blaize,fowvr,7,harry hopman circuit,mansfield' south,noble park,3331,vic,19360409,,08 52784833,8881164,4
3422,alicia,sknbh,41,mackellar crescent,,leichhardt,3073,,19356004,,02 59077203,8898096,5
711,hayden,marthin,32,kiddle crescent,karsmal,terrrigal,2913,vic,19772172,33,07 28598995,1192460,8
3157,avd,chalmers,1,duffy sfieet,the range shoppingcntr,mosmas,3174,vic,19570608,28,07 56042623,3831213,4
2925,stepbnke,needh,11,fuhrmqjstreet,,south melbourne,3174,wa,19370411,29,04 10841364,5249298,3
2531,alyssa,,23,stuart ctreet,henry kendall vlge,o'conzor,3157,,19190521,26,08 12144661,2383014,5
2359,jack,clelabd,90,pullar place,,footscary,2228,nsw,19041982,,08 18833931,7633926,5
5923,sonja,milfcoh,20,kavel street,,swanpool,2262,vic,19360531,20,07 78126199,3057825,5
2215,hayden,d'ezste,14,comrie areet,st lukes village,surry hills,6117,,19971113,27,08 76764028,5113714,9
1447,chelsea,rigby,1,folingsaa street,,sandilands,4074,nsml,19170302,28,08 16919121,5872993,5
3155,ava,chalmefs,1,the range shoppingcntr,,mosmans,3174,vic,19750200,,07 56042623,3832273,4
