rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
11070,emiily,evans,39,anderson street,,langwarrin,2107,nsw,19170407,24,03 38123527,3629738,8
11510,riley,tregenza,,fisk street,,dee why,4304,vic,19930323,,04 07562119,2059177,9
14740,sam,price,54,rumsey place,,pymble,3150,nsw,19671001,28,03 02737654,8676907,4
14820,grace,do,8,carlile street,,wamboin,3172,nsw,19801008,31,02 36266621,1479101,4
10540,joel,whitty,4,tyson street,,busselton west,2140,vic,19160827,28,03 04395851,5094757,8
9390,jacynta,march,27,downard street,plaza arcade,forbes,4064,wa,19070120,37,04 14717449,1365075,4
6650,charlize,edwards,886,currie crescent,the park,nerang,4161,qld,19400901,30,03 13709067,8051888,3
7230,benjamin,christensen,26,brunswick circuit,collier park vlge,warilla,4701,nt,19380906,40,02 51529552,9291447,0
12060,abbey,stoeckel,13,falkiner place,,vermont south,5127,vic,19180329,,07 68494338,8963285,8
10340,michael,downs,219,bonney street,hawdon park bray street,willoughby,2011,nsw,19780911,31,,4030325,1
4970,spencer,gilbert,17,lambrigg street,,elanora,3102,qld,19150506,32,03 62372856,5978034,8
3340,dylan,sun,42,gairdner circuit,bell spur,inverloch,2322,qld,19751002,25,07 30917153,4777645,5
8590,flynn,emmerton,75,thesiger court,yarindale,surry hills,4218,nsw,19161018,28,07 83867811,7961978,6
2270,sarsha,gibson,9,hayden close,kyhillah,sunbury,4207,vic,19130510,20,08 46046274,2826172,0
3000,blayke,britnell,9,buckley circuit,,mulwala,2422,vic,19010120,28,04 80414822,2226453,3
8280,emiily,wannapram,20,rafferty street,,ashburton,2101,sa,19101107,40,04 76181394,1238408,6
13310,nathan,rankine,64,de chair street,mongarlowe street,croydon,6450,vic,19681028,20,04 02983601,4071059,5
3900,jackson,mcglone,,cossington smith crescent,,menai,3216,,19670217,26,03 15446118,9874281,2
7130,harriet,beck,10,evergood close,sit 6,paradise point,4305,,19891204,32,08 44841972,6415526,2
13340,monique,hanns,618,eldridge street,central plaza,evanston,2550,qld,,32,02 72240013,3767560,0
4680,brooklyn,avery,2,damala street,rothesay,bridport,3031,vic,,31,02 63244574,8783059,1
3580,olivia,harris,33,henty street,vantage pt villas,port macquarie,2903,,19541001,,,2215420,4
1520,melanie,welsh,16,heard street,erina garden,carine,6149,vic,19810124,32,02 57689935,5537949,6
13260,caleb,thompson,3,box place,,taree,3550,nsw,19630620,,07 33294173,1036370,7
720,brooke,cliff,11,montgomery place,,bli bli,6122,nsw,19060903,35,04 55258489,6535677,8
3400,holly,hansford,131,harbison crescent,,gymea,4670,sa,19560211,21,07 64567880,1193071,9
440,braedon,,122,wynn street,,bonbeach,2164,nsw,19431023,40,08 90760564,5661287,4
10820,ella,graziani,3,boobialla street,grey house,mount gambier,4109,sa,19590208,36,02 53550584,6334490,8
9560,ava,goodsell,3494,o'loghlen street,,ulverstone,4817,vic,19370312,32,04 60795220,6288987,6
2070,jackson,sgarbossa,75,guthridge crescent,railway farm,wantirna south,3127,sa,19380825,32,04 10643678,9339224,2
10990,lillianna,leggett,92,endeavour street,,pymble,3550,vic,19841126,26,07 84742990,6769412,7
14560,tristan,keep,6,gidja place,,wellers hill,3148,qld,19320624,,02 05238224,9194147,9
6380,alexandra,egel,242,john cleland crescent,,torquay,4575,vic,19990126,27,07 03092355,4843898,8
1650,jaggah,gibbs,99,duffy street,,bondi junction,2315,qld,,36,08 39259426,9924409,6
3600,jack,bolton,81,belconnen way,old hunter school house,stuart park,2526,wa,19470809,34,02 27179531,4181073,9
4580,emiily,gilham,284,goldner circuit,,werrington,2611,qld,19530111,31,03 54978974,4100252,1
11290,cameron,smith,18,wilson crescent,warrawee lodge,terrigal,2452,wa,19300322,35,08 15064793,8670588,4
6820,peter,,11,jabanungga avenue,,warners bay,3940,vic,,28,03 62531120,3085056,5
2390,abbey,bridgen,10,mclean place,coonambigal,vermont,5064,vic,19791130,,02 16099152,3211223,4
14180,tegan,vaughan,1,waite street,locn 341,arundel,5220,tas,19410809,33,07 75255462,2419013,9
2460,,derrington,60,,mallum creek,meroo meadow,3015,qld,19651116,29,02 86226117,5866821,5
12150,garth,bradley,27,madigan street,,yagoona,4742,wa,19640519,36,08 40468828,9491233,3
14690,alexandra,piro,1,banfield street,brickendon,yeppoon,6530,,19970704,27,08 93304374,6383346,4
11790,blaize,gardiner,17,angas street,,collingwood,2217,nsw,19410206,28,,3337951,5
10810,brielle,moncaster,9,girdlestone circuit,twin view,st lucia,,nsw,,28,03 02782388,9458574,9
7530,charlie,vandervelde,9,freda bennett circuit,,clayfield,3930,,19140719,30,03 47424929,7569470,0
8650,hugh,burford,6,mcclelland avenue,aprt 5,maroubra,2640,nsw,19170713,27,08 44179303,6333269,9
3760,joshua,fox,4,angophora street,,georges hall,2207,vic,19760723,29,07 19252954,5555702,0
7380,kayla,palmer,198,lindrum crescent,greenstone lodge,ashgrove,3724,qld,19830909,32,02 45846068,2877405,6
14880,blaize,temby,804,peeler place,,lake eacham,6157,nsw,19230908,41,02 73454648,9386725,1
12770,anneliese,ford,39,symers street,air force memorial est,ashtonfield,2256,act,19070809,32,08 34326465,8454590,5
5820,adam,martin,7,clode crescent,,hamersley,2147,vic,19030227,26,08 40615727,8930415,6
11230,jarvis,watts,7,crichton crescent,,doncaster east,5373,sa,19090123,31,02 24984983,4945098,7
5260,ruby,mcculloch,12,maribyrnong avenue,whispering springs,walloon,2284,qld,19501223,36,08 80140218,1665780,5
12270,samantha,kaddour,1,don place,,hawthorn,4868,nsw,19641022,29,03 12738637,9105437,7
14200,shane,dale,117,craydon place,henry kendall vlge,karrinyup,7310,nsw,19981217,,07 53819267,8309659,5
14050,jake,van rongen,8,chirnside circuit,,american river,2443,qld,19550706,,07 80153242,2560699,1
1830,ashlie,enderl,7,camfield place,,murrumba downs,3550,wa,,40,03 96403721,7369704,4
13070,jacqueline,kelly,6,chevalley loop,,endeavour hills,3067,vic,19580810,33,08 89144894,1743621,3
470,sarah,curtis,118,spica street,,st peters,5114,vic,,,03 03070974,3186299,7
2340,rosie,wadey,10,kingsford smith drive,,gunnedah,2844,,19050331,33,03 64355704,6335119,5
7600,sophie,olsen,4,le gallienne street,,nuriootpa,4061,nsw,,33,02 26505604,1928155,0
9320,lachlan,smith,82,montagu place,,spreyton,2250,vic,19691231,20,08 73071726,7857630,2
13330,noah,edyvean,146,alpen street,,south lake,4556,nsw,19670412,32,08 80872963,1084286,6
9540,makayla,sobolski,210,wattle street,,coombabah,2567,,19940401,33,02 87832444,9286767,8
5700,laura,whitfield,45,jabanungga avenue,the domain retire,blayney,2095,wa,,36,07 92453932,2045461,4
3500,callum,mychajliw,42,mackaness place,watervilla house,narara,5023,sa,19951004,,,6057882,3
7050,joe,blizzard,92,blackbutt street,apt 21/28,singleton,6163,nsw,19090221,32,08 15354293,7898419,4
710,,vermeeren,38,damala street,,tweed heads,3756,qld,19660815,25,04 85429617,4127341,7
6090,lachlan,castle,11,clubbe crescent,,brighton east,3190,sa,19690421,29,08 94537054,2126835,1
2670,charlie,lisacek,14,scott street,,drummoyne,2567,qld,19351013,22,04 49625306,1725584,7
10,hannah,waslin,56,norman street,,hurlstone park,3072,nsw,19570416,,07 11701791,2713119,4
2820,alexander,wheeler,19,dakin place,,darlinghurst,2046,nt,19831007,26,03 47576227,3618348,4
570,jaime,cook,260,bootle place,,carindale,6000,wa,19100610,24,04 65195181,5674899,3
9120,madison,wright,80,sugarloaf circuit,,northcote,4870,vic,,33,02 54719867,7625065,5
3120,sophie,schmidt,13,federal highway,,killara,4075,nsw,19090116,36,08 79864632,9313225,7
14630,samuel,lugg,375,aspinall street,,hawthorn,2782,nsw,19410601,33,08 36674324,6607161,6
8370,sarah,misirlis,46,carnegie crescent,,emerald,4104,vic,19310413,29,07 26272952,6204735,3
2580,taalia,kelly,7,glover street,,armidale,4558,sa,19260508,24,03 82811105,4266686,0
14150,,brand,,,,hawthorn,4605,vic,19381226,,04 29643419,1726670,9
3820,taalia,carter,69,candlebark close,,alexander heights,4405,qld,19580718,32,04 38872992,1037511,3
6850,taylah,poulopoulos,69,kulgera street,spinnaker sound,mount lawley,3851,nsw,19350614,,08 68301811,4824714,1
100,amber,nitschke,2,allambee street,eastgate,balwyn,2790,qld,19831003,26,07 19881149,9941352,0
13460,mia,bhardwaj,23,collings street,,north melbourne,3636,nsw,19020408,29,02 24811492,7485195,9
9830,tanar,keats,49,skinner street,,south yarra,2148,qld,19510825,,07 23749760,8742707,4
650,david,caldicott,55,leahy close,harwell,comboyne,3770,wa,19570908,35,02 50452856,2152825,6
8960,riley,gearey,8,headdy place,riseville,kambalda,3265,vic,19580226,27,07 33432315,1217738,9
12570,joel,shillinton,37,forbes street,,hillsborough,3204,nsw,,31,08 05065323,3384320,1
2470,michaela,ryan,22,goodhart crescent,upstairs,ashfield,4074,vic,,,,2777998,6
10620,erin,zawadzky,7,howe crescent,,footscray,2287,,19860811,21,02 78198694,7055178,6
9430,corey,mcconnell,2,barwell place,,chiswick,6022,vic,19200318,,03 41466699,2670931,4
5740,lachlan,kluken,60,bywaters street,,traralgon,2216,act,19440819,,07 72182586,7456229,9
8890,emiily,buck,7,macfarland crescent,midland terrace,seven hills,2680,vic,19891231,,02 30766672,5615805,6
14030,robert,blackwell,433,sullivan crescent,winders lodge,three bridges,2480,qld,19490306,30,04 67360363,2273683,4
1700,brooke,manton,4,damala street,,toolern vale,3550,,19950809,,07 39525751,5104725,6
6360,joel,rice,6,willyama place,,hornsby,3564,,19721225,39,02 98810672,9287827,3
6040,sam,clive,64,wybalena grove,ray village,toorak,3173,nsw,19750621,19,04 62004377,3384992,6
13030,alyssa,simmons,11,coglin place,,mount beauty,6155,nsw,,,02 59561669,2290710,6
14370,ryan,taylor,2,torrens street,,ringwood north,3922,sa,19510823,,,1735073,8
5290,john,,73,shenton crescent,,whyalla stuart,2320,nsw,19500813,25,,2470676,3
10400,marcus,schreiner,51,macs reef road,koonawarra merino stud,gympie,6167,wa,,36,02 16130323,3513163,1
13610,daniel,stradwick,53,bussell crescent,,ringwood north,3188,tas,19541006,31,02 65312587,9167938,1
3880,jai,ugolini,270,woolls street,,mount hutton,2450,vic,19991018,39,03 60813409,3985713,1
11480,katelyn,langley,4,kriewaldt circuit,balmoral garden,bowral,2529,wa,19061103,31,04 77177590,8101078,6
930,jack,clark,80,marengo place,,narrabeen,3000,vic,19191019,32,08 70468348,5438468,9
4500,kelsey,goncz,114,ivo whitton circuit,,werrington,6155,vic,,18,08 52052994,8766660,7
3910,vanessa,mcdonald,10,samuels crescent,,bruthen,2747,vic,,,08 46519945,6934529,6
6320,ashleigh,mcdermott,41,lee-steere crescent,willaroo,blue haven,2065,qld,,28,03 20843278,8335644,8
10490,michael,connelly,161,shannon circuit,,kingswood park,4059,wa,,29,04 51322795,4366998,1
12350,andie,lacey,23,lincoln close,,ararat,2350,qld,19770323,27,02 19808868,7943112,5
4230,kayne,healy,21,cerutty crescent,,horsham,4035,nsw,19440920,26,02 09140513,2004532,8
12100,oscar,o'gorman,121,pearson street,,bidwill,4558,,,32,07 08283363,4824270,3
11520,jacob,martin,11,gatty street,,black rock,4035,,19660915,36,03 58628542,3493965,5
3960,,howitt,133,marchant circuit,,carlingford,2010,nsw,19250703,33,02 51292637,7781296,7
2280,jordan,kelly,110,duffus place,araluen,bracken ridge,2060,nsw,19340912,,02 49601908,4411468,2
12640,daniel,robertson,69,goldsborough close,munro hill,lidcombe,6019,vic,19260923,32,02 68530933,7297861,4
4330,madeleine,bretag,21,gatty street,,virginia,4127,vic,19811012,25,04 15485863,1288573,1
4670,kieren,green,25,burria place,,lalor park,2602,sa,19460106,33,02 18806516,2556901,1
8510,alice,polomka,2,luther place,,hampton park,3104,nsw,19841217,30,04 69829984,8801132,4
2610,cooper,glenn,5,namatjira drive,wongo creek,lidcombe,4701,wa,19320520,22,07 60005902,9469691,0
13200,jacqueline,walton,5,macpherson street,,moonta,3199,nsw,19340503,,04 90174405,2215904,8
10360,catherine,terrell,32,leahy close,,parkhurst,4570,,19020908,39,07 21696418,4649664,1
840,zach,,146,owen dixon drive,serendipity,glenmore park,2515,sa,,39,03 81795965,5315737,8
1560,louise,dent,14,pockley close,,wavell heights,5109,nsw,,,02 25666888,7260469,9
9620,ka,kostyk,41,mawalan street,,stuart park,5112,nsw,19060727,22,03 04713085,2556034,9
8840,bailey,nanudorn,2,altair place,,bar point,4210,tas,19091114,,,8211007,5
770,william,gallagher,3,,,wheelers hill,3149,wa,19671104,23,07 72026164,8280398,7
14400,luke,hankin,926,boldrewood street,arthelen,beenleigh,4737,vic,19871114,25,03 30867968,1345921,9
2900,chantelle,hadley,39,dumaresq street,haddon park,connolly,2153,vic,19951029,,,1224194,0
8720,tahlia,curren,54,brain street,plevna downs,menora,3174,vic,19551112,29,07 55586734,6540371,2
950,,jopson,17,heard street,,inglewood,3139,qld,19520808,37,04 11306704,3321743,4
2560,callum,adams,35,harrington circuit,chelsea manor,port macquarie,3101,wa,19331024,26,02 32570007,2577802,7
3100,nathan,dimech,1,blowering street,,stafford heights,3127,vic,19200513,33,08 67813092,1462184,6
10020,hayley,husson,22,harrison street,,revesby,7262,nsw,19730801,38,03 86380836,2998978,2
7750,ty,dickson,18,tardent street,,bendigo,2118,nsw,19020705,,07 06302708,6964449,9
6680,emiily,crichton,2,laughton street,sunnylakes c'van park,northcote,5606,,19041126,,04 92297993,9253679,7
12540,,wilton,3,bennelong crescent,,heathridge,5372,,19700730,32,08 21963963,4408243,6
8490,jessica,errington,654,bardolph street,,hornsby,5070,nsw,19790921,33,07 33898130,8740747,3
