rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
19060,warrick,campbell,86,pither close,,morley,5165,,,18,08 99520333,6525108,7
44400,sam,zimmermann,62,wynter place,warranoy,mayfield,4123,vic,19450130,29,08 19090080,7642633,7
21150,jett,mcadie,31,enright crescent,,tamworth,3000,qld,,29,03 95466114,7354423,9
44890,hannah,tiivas,19,maltby circuit,waldhugel,maslin beach,3350,nsw,19460424,20,02 27784676,1741965,7
31130,sarah,wellsmore,11,spalding street,,macksville,2120,qld,19421126,22,02 62045899,8760428,7
49600,samantha,sonners,4,brockway circuit,,mulgrave east,5048,nsw,,20,07 92486903,1504034,5
33730,kenneth,peay,2,ewart street,locn 1411,montrose,4305,vic,19181120,29,08 81904007,2992148,9
17770,kyle,maynard,55,enright crescent,gallagher hse,ringwood,4122,vic,19890216,38,04 33175497,3826747,9
48610,isabella,harvey,6,jerrabomberra avenue,locn 6639,burleigh waters,3136,vic,19930927,,08 35850567,2408819,3
11860,cooper,mitchell,62,oakes street,hawkins masonic vlge,kalgoorlie,5108,qld,19120605,27,04 41599775,6859348,5
37280,polly,hancock,27,mcclintock street,the jam factory,ashgrove,6018,nsw,19960718,18,07 74414873,1815607,7
32880,wilson,cato,12,mcclelland avenue,moonrise cottage,geraldton,3152,sa,19761224,,07 39913557,1810299,2
27410,harry,smart,43,mcluckie crescent,,condon,6008,wa,19330721,33,02 88690518,1489000,1
4410,harrison,dean,6,heagney crescent,bay way village,carina,3170,,19140513,32,07 07152987,4844435,3
33030,abii,verrier,54,lucy gullett circuit,,new town,5118,wa,19880930,,08 29007545,7170251,5
18470,marcus,traynor,40,brassey street,,dernancourt,2630,qld,19690113,29,02 23337045,9595491,9
45370,timothy,foale,39,jacobs street,bonnie green,nundah,2200,qld,19100505,30,03 54956812,2695372,0
45470,kimberly,bennett,37,frost place,,dover gardens,6059,nsw,19460904,34,03 55133357,2039200,7
1060,alissa,jessup,97,givens street,,redbank plains,2250,vic,19180530,34,07 03690656,6230233,0
11230,timothy,jennings,61,kingsford smith drive,heddon greta hotel,aspendale,2073,nsw,19030923,35,03 03534488,9602001,5
19520,ella,milne,21,mortlock circuit,,belrose,5072,vic,19390601,22,02 83023438,4927378,9
34290,caitlin,cairney,26,baracchi crescent,,bulli,4680,nsw,19950321,32,03 50170899,7985997,8
31030,georgia,summers,21,wilsmore crescent,,coorparoo,3043,nsw,19930708,32,03 97383549,5139586,2
3580,william,fox,183,gritten street,,katamatite,2840,nsw,,28,08 00338138,6499543,5
36600,joshua,mitchell,154,denny street,,harvey,4031,wa,19771018,31,07 18375567,5617809,0
34330,ashleigh,bonython,154,hambidge crescent,,werribee south,2194,vic,,29,04 88555765,8606421,3
28680,jemima,beckwith,95,la perouse street,,red hill,6280,nsw,19041104,25,04 58840562,5997049,2
40770,mikhayla,doulby,49,baracchi crescent,montrose,hawthorn,5152,vic,19440118,32,03 38504451,1584520,0
47860,steven,presnell,41,beddome place,emerald springs,glenroy,2517,nsw,19790617,29,07 29439248,1199401,9
29210,jackson,blake,28,william hudson crescent,,cape schanck,2614,qld,19930402,32,04 94098105,2999956,2
1250,chloe,leersen,62,tana place,,eastern heights,3174,wa,19271029,18,02 33202345,2318445,9
2170,patrick,monserrat,244,bernacchi street,,smithfield,2452,qld,19000625,30,08 77937983,5388273,5
49950,adam,medwin,196,derrington crescent,,footscray west,3040,qld,19670517,22,02 95791600,3594770,2
31470,alexandra,smith,23,dent place,,slacks creek,4870,qld,19531202,23,07 31905047,1167670,8
44930,phillip,elsworthy,61,warby place,hillcrest,brighton east,3551,sa,19790508,28,03 33318389,2014402,7
12150,callie,porter,127,kriewaldt circuit,,caulfield south,3987,wa,19660518,23,08 86776691,8974013,3
36020,karissa,kerekes,5,chirnside circuit,montana,millgrove,6056,,,,02 28208621,6992146,2
31310,ky,hunt,1,sanford place,banagal south down stud,rockdale,6061,wa,19490825,28,07 84498320,9857870,1
15050,sophie,connell,20,o'rourke street,,fairfield,4211,nsw,19461024,36,03 63316799,8680719,3
22720,shannon,verigan,16,beagle street,,melbourne,3173,nsw,19520509,39,04 82521510,8781950,9
38360,lily,stewart,24,bardolph street,,torquay,5400,nsw,19160728,19,,2077339,2
42260,caresse,neill,33,wakelin circuit,warrina,gladstone,3640,qld,19861110,19,08 41720779,6639398,0
8800,jessica,cocker,364,vasey crescent,wirrangabbie,burwood,2064,nsw,19540118,17,02 42936011,7727985,5
41960,harry,schutz,9,maclaurin crescent,,roxby downs,6066,nsw,19330812,27,07 94153177,6156426,8
45510,samantha,flarey,21,nungara street,,swansea,3429,,19850827,23,02 01315040,3352823,3
33960,brodee,nesterczuk,19,beardsmore place,trinity lodge rowethorpe,wallsend,2665,vic,19940919,38,07 55241854,4669200,7
31690,ainsley,law,6,shepherd street,,wahroonga,3175,qld,19000821,,08 90885241,1096047,3
29800,michael,catt,28,denovan circuit,workers cottage,buchan,5290,vic,19560309,24,02 19143659,3277675,3
46490,isaac,kleinig,39,corser place,sonoma station,oxley,2029,vic,19390819,,07 05154084,4566353,5
7400,john,joy,7476,ebeling court,,julatten,3498,nsw,19501011,31,08 42125642,9050876,7
12220,lachlan,smithson,13,newman morris circuit,,darlinghurst,3134,vic,,27,08 86494847,4923128,8
9230,noah,parsons,27,stevenson street,quirindi,macgregor,4703,nsw,19421223,28,04 06165929,1840539,7
43050,daniel,hawkins,9,macquarie street,,eumundi,3738,nsw,19551118,21,07 89011588,5551004,5
29250,chloe,green,988,david street,queen medical centre,kooringal,3038,sa,19060803,20,07 25358535,3864854,2
5060,jasmine,oshiro,60,mcintyre street,,surrey downs,2444,sa,19550930,,07 50029891,7181004,5
720,mikaela,rix,4,gascoyne circuit,,seymour,2486,vic,19840416,,02 32917330,2835750,1
8070,mia,o'connor,8,hoadley street,pendres est,tamworth,5096,nsw,19630825,36,08 21230095,3246973,3
12550,sarah,cullen,18,bambridge street,iandra,nelson bay,3131,vic,19370528,33,08 83687591,2974694,0
41800,nikita,hodgetts,15,a'beckett street,,surrey hills,3023,wa,19280413,27,04 40653259,7545321,3
2430,ky,matthew,37,fitzalan street,,dandenong,6018,,19550220,,,3724614,2
21800,lukas,carrier,34,darwinia terrace,,tatura,4216,qld,19210123,32,04 00971223,8684936,6
38640,renai,johanson,30,macpherson street,,strathbogie,2590,sa,19290905,32,07 08521673,4809583,1
15850,seth,hein,58,mulga street,montreal,pinnacle,2040,qld,19800229,25,03 97762174,3977864,1
12910,diamond,chaffey,138,bullock circuit,,murray island,2135,vic,19480630,30,07 79187294,8121234,7
6820,reganne,bennett,3,laman place,thorndale,camp hill,5172,wa,19801126,32,03 22122705,1129863,6
35370,emma,brazendale,6,cavill close,learning earth farm,seaford,4051,qld,19210816,35,02 09933975,6329763,4
26770,rosie,mansfield,89,elsey street,,maroochydore,5014,vic,19210628,25,02 10545750,9489963,8
49750,benjamin,buchan,10,schlich street,,lucknow,4650,sa,,21,03 73305540,3973907,9
31120,lauren,bond,83,schonell circuit,,rose bay,3168,nsw,19361130,31,04 34821253,6671708,2
34260,alisha,novis,14,couvreur street,west haven hostel,chatswood,2286,nsw,19920720,26,04 45142054,5510620,0
31100,evangelia,paynter,7,mulga street,,holloways beach,3088,nsw,19240113,,,8575730,6
9640,aidan,lorenzen,4,flegg crescent,rosedale,centenary heights,3165,nsw,19670922,41,04 72026176,1536099,4
18720,maddison,misiajlo,21,oliver street,innaminka,east sydney,2206,nsw,19650104,40,07 17371361,1701887,0
36310,talia,morley,19,currey street,jim jam,calamvale,3060,vic,19481226,28,02 95698297,7281830,8
33160,stephanie,wachtel,6,brooklands road,,lynwood,3579,qld,19930227,33,02 43566879,4957922,4
15600,monique,slipper,15,solomon crescent,drifters van vlge,brighton,7260,nsw,19860728,34,02 37367454,2770788,8
13410,,tyler,99,tarago place,,albany creek,2060,,19631210,25,,7035202,9
45800,ruben,smith,186,gamban square,,manunda,3992,vic,19561212,,02 50396085,7465284,6
24100,cooper,saunders,448,goyder street,,sheffield,2070,qld,19550730,30,07 52969407,7777546,0
8300,emiily,carlino,57,maribyrnong avenue,,laidley,2065,vic,19860612,31,07 52714201,6283905,1
