rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
56590,jenna,kilpin,179,mcfarlan place,,hillarys,2768,vic,19500226,40,07 09785906,2926598,0
44940,bianca,randazzo,37,lindrum crescent,sunshine,forster,2281,wa,19880407,36,08 87341075,4444669,3
1570,james,borlase,75,,rocklea,casula,2460,qld,19130903,37,03 92049249,6639246,4
34260,nicholas,beeton,20,mugga way,,hawthorn,2480,vic,19990622,32,02 19132574,8506484,2
50860,megan,footner,4,jewell close,,taylors lakes,3129,tas,19120922,27,08 37323837,7551016,0
34040,,brooks,61,lutana street,doora,ryde,2199,nsw,19650706,,04 85367887,3361304,9
23820,kade,rowe,63,lyttleton crescent,,greenbank,2500,nsw,19830901,29,07 52625535,7671913,3
18860,chelsea,oswald,65,shearer place,lochiel,blackburn south,2611,nsw,19660813,,03 37501336,3145856,4
33200,hayden,stringer,2,counsel street,,black rock,5231,qld,19240625,,07 41149340,3034490,4
11710,riley,furner,4,symers street,blue horizon,seaton,4504,tas,,27,04 39646214,9814811,5
52470,kristo,harney,11,groom street,,mount clarence,2326,vic,19070309,,04 08017300,2597369,5
37160,ruben,kelly,4,hagen place,,young,5109,nsw,19051123,,03 01754572,9176427,5
54690,luke,wells,6,barr-smith avenue,,mittagong,2023,vic,19310409,32,07 22073294,4668300,8
15910,alexa-rose,stevens,13,bee place,homelands van park,mill park,,sa,19620824,26,02 93186972,3849892,5
29860,mikhayla,freeman,115,horrocks street,,whyalla stuart,2164,,19170702,25,04 42106066,2121875,0
52040,heath,blake,39,llewellyn crescent,,prospect,5043,qld,19920604,25,08 91845330,3375012,3
10200,thomas,graefe,186,yerra court,aprt 59,charlestown,3149,nsw,19891002,,03 96915475,8178685,1
3790,claudia,brill,50,dash crescent,,heathmont,4065,wa,19210519,35,08 36345897,8777371,8
14550,tyrone,nolan,41,gellatly place,,kurrajong,2095,nsw,19290422,26,07 12340115,6164091,9
14470,andrew,cutting,52,twynam street,willowvale,mooroopna,3448,qld,19540328,36,02 97257587,8995192,2
39640,emiily,minuzzo,51,taroona place,,paraburdoo,3806,,19550529,35,03 09472001,3696074,0
18270,ashleigh,neil,40,caley crescent,glenrock,lindfield,0830,,19540608,24,08 77015365,9474131,1
48830,jemma,magil,30,cornelian place,,morningside,2141,nt,19751224,23,,1271540,7
2720,teagan,leiper,44,yagan place,karingal,punchbowl,2754,wa,19021103,,07 11301336,3821175,3
57160,alexander,wigg,171,biraban place,maytom cottage,paralowie,7303,vic,19380712,30,04 23433490,9069602,7
21800,pearson,myers,115,wilkins street,mcalister,huntly,3064,nsw,19950826,36,04 76515169,2353007,0
3250,jayden,bache,8,cobby street,,altona north,4508,nsw,19240814,,02 02672634,9590117,2
21700,jessica,hewish,175,withnell circuit,hillview,dandenong north,5085,vic,,21,03 15011643,1130449,5
15670,jaden,shires,19,dyett circuit,austral farm,carrington,6160,vic,19021004,,07 79832114,9497668,8
15320,chloe,harris,14,blamey crescent,,dapto,6044,nsw,19841121,17,02 06118843,3240973,8
16080,isabella,boon,4,wayal place,somerton,stafford,3205,wa,19760811,28,03 43020949,2164574,1
46540,joel,britcher,2,maribyrnong avenue,,hepburn springs,5158,nsw,19411116,34,03 55474106,5302129,3
33860,willow,schubert,100,ramage place,,urunga,2430,nsw,19360331,31,07 09571096,8098946,8
47210,brigitte,web,111,monaro crescent,,jindalee,4868,qld,19480206,,07 74749598,6692769,4
28850,andrea,newport,86,padbury street,the meadows,carbrook,2162,vic,19430904,32,08 15310922,7351065,6
35020,erin,kennedy,,elkington street,,georges hall,3342,nsw,19970425,35,03 99141195,3499918,2
7540,lauren,roberts,25,wakelin circuit,blakefield,mole creek,7015,wa,19440810,34,02 27033204,1335592,7
24900,stephanie,kozak,8,donnison place,,bexley,2193,nsw,19641126,,04 39785297,1807700,8
47700,bianca,doudle,129,howitt street,,south yunderup,4816,,19300415,27,07 07029231,9472165,5
42480,xanthe,johnston,33,wirraway crescent,argyle square,bentleigh,2228,qld,19140921,,02 79156310,4941179,8
12780,christina,wilkie,6,reader court,valley view,preston,6390,vic,19500426,31,02 80104767,7094146,3
13970,emiily,pennington,7,coghlan street,pioneer lodge,beverly hills,2619,qld,19451221,,02 47102660,3607008,2
47920,jasmine,luke,36,roseworthy crescent,,vermont,,,19341220,32,03 44724214,8430292,3
43800,katharine,stamos,10,ngunawal drive,forest view,barham,6432,sa,,39,03 59802056,6904349,6
10910,bridget,franze,21,chewings street,,walcha,3104,nsw,19850321,,07 39750424,3968634,2
15540,amy,savas,10,hayball place,buderim meadows,lalor park,3206,qld,19680603,27,08 57138674,5847061,2
27800,jacinta,gerace,84,lexcen avenue,,coorparoo,3550,qld,19310310,,04 77285470,4396666,3
49710,danielle,douglas,191,,,seal rocks,4124,qld,,19,07 26837185,4571877,0
18590,jack,ricketts,4,bungonia street,,lindisfarne,3123,nsw,19320530,27,02 32606153,5488995,6
24670,kyra,gamba,10,carandini street,,meadows,2141,qld,19410510,32,,5555880,8
16050,madison,fahey,14,goldner circuit,lidia perin medical centre,morley,3756,qld,19181224,25,04 92430313,3778173,6
23290,timothy,eak,3,jabanungga avenue,greenslopes,sorrento,3205,nsw,19410623,34,03 51928427,3274736,4
43160,mia,kemp,3,teague street,,eastwood,6054,nsw,19440211,18,04 16373817,9939754,8
28190,adam,barry,252,fidler court,myla-myru,runaway bay,2290,act,19281015,28,03 87605854,7178614,8
46390,alana,papapavlou,3,leahy close,,balaklava,4014,vic,19340810,28,02 44871337,9188922,7
27310,benjamin,morgan,143,william hudson crescent,billabong,narraweena,5091,nsw,19980608,,02 21109349,1322286,2
54170,layla,hart,50,hepburn place,,bunbury,3500,vic,19880407,34,,3782419,3
39480,arabella,collingwood,10,kelleway avenue,,huonville,2607,vic,19411123,27,03 16646827,1844145,8
17440,riley,leonard,207,freda bennett circuit,villa 42,matraville,2570,vic,19660329,32,07 59464693,8036327,1
31560,sophie,cox,55,snowy place,glenelg,edmonton,3136,,19301206,23,04 78181576,4921589,0
6310,bodhi,mundy,3,appel crescent,,bull creek,4500,vic,19190602,26,07 66233918,8003889,7
8930,chloe,hodge,31,atherton street,,chermside,2320,nsw,19020227,28,03 06593132,1267778,1
58300,sonja,leicester,8,rich street,arlaroo,coonabarabran,5081,nsw,,,07 26890735,9579041,5
28920,joel,thurmer,39,glenelg street,,surry hills,2340,qld,19030916,21,03 35998086,7258994,8
5670,shantal,smith,7,bradfield street,collingwood,atwell,3803,qld,19641214,30,08 82134854,1841801,4
8600,zachary,hardwicke,2,a'beckett street,rosevale,hawthorn,5064,qld,,32,02 25285193,5570226,3
15410,caitlin,ward,21,pullen street,woodrose,dover gardens,2064,sa,19980403,36,02 95085681,5856658,9
