rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
24734,finoey,reaj,31,,,reseevoir,5265,qld,,29,08 81659454,1109885,1
26695,irne,sv,329,,,smithfield plains,5044,vic,19305324,27,08 35547759,4201032,8
18922,abbvy,clissitt,37,kelleway avenue,,burwooast,2770,nsw,19671904,33,07 87954464,2814493,0
13886,tristran,teaegzr,15,mawalan street,,kallangur,2506,nss,19459057,37,04 87915906,6314427,0
11054,takara,,380,davisktrdet,,boyne ilsand,6059,nss,19390401,,08 52159203,5563376,5
306,kayla,quix k,73,hurley street,,essendon,5062,nsw,19669049,26,07 72061210,2661581,3
29106,wilskn,hill,128,ingham oace,,clayton south,7520,,19261228,,07 53876658,2972468,9
5794,krystin,hteron,43,wise street,nmbgee,machansbeach,3620,nsw,,40,04 58441688,4158703,8
27003,bradley,petrkulo,9970,ulva place,amaroo,werribee,4210,,19200717,29,08 27105526,3195580,1
23392,asb,wenn,3,o'hallornacircuit,,reseroilr,6222,tas,,52,08 50626207,3199444,2
24443,jameis,burroughs,918,montgomery place,,mount prtichard,7250,vic,19300341,32,04 58923644,8737020,0
4472,anna,frankkyun,27,lange place,,murgo,3065,nsw,,32,03 36571859,5379275,0
26193,maddxon,smal,27,learmonhh drive,,rosebank,2460,nsdh,19211112,,02 18684093,9981386,7
14722,heath,russell,25,tauss place,,toowoomba,2945,sa,19587061,33,04 69869530,7644166,8
712,jiak,,7,bandjalong crescent,,st sbbes,3171,nsw,,,,9018782,5
435,maddison,shain,37,hetherington circuit,hillandale,bacchus marsh,3104,,19517028,,07 14061008,5159064,4
13501,jenna,howard,5,wehl place,,patterson lakes,2107,actw,19760912,31,08 50346525,6718688,1
3643,brooke,taylor,3,,moorbel,elsternpick,2284,qld,19898206,35,03 67253988,5047687,8
18201,jor,tropieao,579,mccawle street,,chesrercill,4560,sa,19630213,24,02 62944525,7837281,6
3908,amemaa,cairnn,72,sullivangcrescent,,gawler,4306,qlc,19350608,33,,8256821,3
20782,seaford,emiily,4,florence taylor street,,caboolture,3581,fic,19730316,23,03 74473141,3448295,7
6781,olivfi,martin,30,blamey frescent,,ferryden park,2028,vic,19310724,,02 43600827,9261077,8
27492,benjamin,robigxon,2,kingsford smith drive,,glen forrest,2138,nsw,19206720,31,07 86452316,7399967,1
1827,bailey,hunt,39,hannan crescent,vlge crowley,kingsford,3064,squ,19216109,13,08 44560180,5665336,9
27495,benjamin,robiaon,33,kingsford sioth drive,,glen foruest,2148,nsw,19300840,31,07 86452316,7399967,1
18952,olivia,walcroft,48,,,alfpja,3152,nsw,19631080,,04 34033738,5426738,2
8074,kristo,hekrr,10,durville cfescent,,south melton,3112,ss,,,04 89928342,7188391,9
22609,isabella,kryse,21,green sfrzet,,kiewa,2135,vcic,19020518,36,08 82928565,9139977,4
9991,charli,,11,rollstomstreet,,kensington,4099,nsw,19610331,,03 19325583,9127652,6
16434,charlie,vandewadin,,goddardwi crwscent,,pheasant nest,5015,vic,19980812,41,07 14841533,5902630,1
17831,ethan,de ekr,15,broadhurst street,,hope island,,nsw,19861529,35,02 91595533,9020447,9
1353,jonathon,taybof,3,federal h khhway,,unanderra,6000,ww,19250420,,,1812434,9
16611,amy,lebbg,19,abbott street,,nunawading,2017,nsw,19611002,32,04 04033264,2734532,6
1941,gianki,olief,1248,mort street,niokz,,2429,qld,19420409,29,07 47575775,1570055,9
9891,matteo,warcrn,5,irvine street,villa 3,warwicck,3152,vic,19150725,,02 92313115,1967362,2
21641,jaudej,c ozok,69,mitta place,seven wells,glenatla,3197,tas,19880302,,03 13635521,5970534,0
16383,aleisha,harbis,746,grundbdace,,spremt,5211,,,23,08 14277283,7208500,8
18741,caleb,moeller,25,harrisongstreet,vexora,st petcers,2224,vci,19650356,23,08 41614592,2946436,3
26552,monique,bajt,2,ambalindum street,,501c,chele49ham,nsw,19480409,30,04 16112741,1560754,8
12862,lotty,pebza,5,haigh cplace,,meeniyan,4575,nsw,,34,07 81567298,5614065,7
9711,jakd,hall,23,castley circuit,,mulgrave east,3174,,19200514,22,07 09291090,4929260,1
23523,charlie,,11,,,wollnng,3031,nsw,,30,07 94735760,5338805,5
28131,jordan,heinicke,5,woodbufn street,,temor a,2117,vic,19191106,,07 20559613,1185370,4
27544,destynii,pedgin,140,mersey place,,bowral,0305,qld,19391168,39,07 98620601,6948088,0
